,int64_field_0,Agence_Facturation,Region_Facturation,Materiel,Statut,Libelle_Statut_Materiel,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_Locative_Th_TR_IndM,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference,Date_Fin_Vie,Cat_Classe_Designation_Num
163,163,101,1,2596821,J,FERRAILLE,EQP,P27.6,MERLO,11/05/2017,30/12/2021,55,116,"0,47",0,2018,0,75,12075.0,37000,0,14/12/2021,1.0
164,164,101,1,2596871,O,EN LOCATION,EQP,P27.6,MERLO,02/05/2017,02/09/2023,67,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
165,165,101,1,2596951,O,EN LOCATION,EQP,P27.6,MERLO,20/04/2017,02/09/2023,67,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
166,166,101,1,2596981,U,RETOUR PLANIFIE,EQP,P27.6,MERLO,28/04/2017,31/01/2023,67,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
167,167,101,1,2597031,U,RETOUR PLANIFIE,EQP,P27.6,MERLO,28/04/2017,02/06/2023,67,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
168,168,101,1,2597061,O,EN LOCATION,EQP,EZ38,NEUSON,02/06/2017,02/07/2023,66,97,"0,68",0,2018,0,75,19875.0,30500,0,,3.0
169,169,101,1,2604861,O,EN LOCATION,EQP,ECR25D,VOLVO,06/09/2017,31/01/2023,63,97,"0,65",0,2018,0,75,13875.0,23700,0,,3.0
170,170,101,1,2605811,O,EN LOCATION,EQP,MT625 COMFORT,MANITOU,11/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
171,171,101,1,2605821,O,EN LOCATION,EQP,MT625 COMFORT,MANITOU,13/04/2017,14/02/2023,68,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
172,172,101,1,2605831,O,EN LOCATION,EQP,MT625 COMFORT,MANITOU,13/04/2017,02/07/2023,68,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
173,173,101,1,2605861,O,EN LOCATION,EQP,MT625 COMFORT,MANITOU,05/04/2017,31/01/2023,68,116,"0,59",0,2018,0,75,12075.0,37000,0,,1.0
174,174,101,1,2607971,O,EN LOCATION,EQP,MT625 COMFORT,MANITOU,14/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
175,175,101,1,2607991,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,MT625 COMFORT,MANITOU,07/04/2017,15/02/2023,68,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
176,176,101,1,2608011,O,EN LOCATION,EQP,MT625 COMFORT,MANITOU,07/04/2017,02/10/2023,68,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
177,177,101,1,2608031,O,EN LOCATION,EQP,MT625 COMFORT,MANITOU,11/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
178,178,101,1,2608301,U,RETOUR PLANIFIE,EQP,MLT737-130,MANITOU,20/07/2017,31/01/2023,64,116,"0,56",0,2018,0,75,23250.0,74500,0,,1.0
179,179,101,1,2608311,O,EN LOCATION,EQP,MLT737-130,MANITOU,20/07/2017,31/01/2023,64,116,"0,56",0,2018,0,75,23250.0,74500,0,,1.0
180,180,101,1,2611771,O,EN LOCATION,EQP,170AETJ-L,MANITOU,09/05/2017,31/01/2023,77,119,"0,65",0,2018,0,75,14250.0,41000,0,,2.0
181,181,101,1,2615931,U,RETOUR PLANIFIE,EQP,P27.6,MERLO,08/08/2017,13/02/2023,64,116,"0,55",0,2018,0,75,12075.0,37000,0,,1.0
182,182,101,1,2615941,O,EN LOCATION,EQP,P27.6,MERLO,08/08/2017,02/03/2023,64,116,"0,55",0,2018,0,75,12075.0,37000,0,,1.0
183,183,101,1,2617021,O,EN LOCATION,EQP,MH25-4TDXVT-3M3,MANITOU,09/06/2017,31/01/2023,66,139,"0,47",0,2018,0,75,9450.0,37000,0,,1.0
184,184,101,1,2617031,U,RETOUR PLANIFIE,EQP,MH25-4TDXVT-3M3,MANITOU,09/06/2017,16/08/2022,66,139,"0,47",0,2018,0,75,9450.0,37000,0,,1.0
185,185,101,1,2617051,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,MH25-4TDXVT-3M3,MANITOU,08/06/2017,30/01/2023,66,139,"0,47",0,2018,0,75,9450.0,37000,0,,1.0
186,186,101,1,2617061,O,EN LOCATION,EQP,MH25-4TDXVT-3M3,MANITOU,08/06/2017,02/08/2023,66,139,"0,47",0,2018,0,75,9450.0,37000,0,,1.0
187,187,101,1,2617071,A,DISPONIBLE,EQP,MH25-4TDXVT-3M3,MANITOU,08/06/2017,02/02/2023,66,139,"0,47",0,2018,0,75,9450.0,37000,0,,1.0
188,188,101,1,2632721,J,FERRAILLE,EQP,VIO50-6,YANMAR,25/04/2017,30/07/2021,50,97,"0,52",0,2018,0,75,23625.0,36500,0,30/06/2021,3.0
189,189,101,1,2645041,O,EN LOCATION,EQP,VIO80-1A,YANMAR,07/04/2017,13/02/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
190,190,101,1,2645061,O,EN LOCATION,EQP,VIO80-1A,YANMAR,05/04/2017,02/09/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
191,191,101,1,2649371,A,DISPONIBLE,EQP,VIO80-1A,YANMAR,11/04/2017,14/02/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
192,192,101,1,2650651,O,EN LOCATION,EQP,MT932EASY,MANITOU,01/06/2017,31/01/2023,66,116,"0,57",0,2018,0,75,16500.0,46000,0,,1.0
193,193,101,1,2650681,O,EN LOCATION,EQP,EZ80,NEUSON,11/04/2017,02/10/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
194,194,101,1,2650801,A,DISPONIBLE,EQP,EZ80,NEUSON,25/04/2017,01/09/2023,67,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
195,195,101,1,2650861,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,EZ80,NEUSON,20/04/2017,02/02/2023,67,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
196,196,101,1,2650921,U,RETOUR PLANIFIE,EQP,EZ80,NEUSON,13/04/2017,02/10/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
197,197,101,1,2651021,O,EN LOCATION,EQP,EZ80,NEUSON,20/04/2017,31/01/2023,67,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
198,198,101,1,2651031,O,EN LOCATION,EQP,EZ80,NEUSON,11/05/2017,13/02/2023,67,90,"0,74",0,2018,0,75,30000.0,55000,0,,3.0
199,199,101,1,2652661,U,RETOUR PLANIFIE,EQP,VIO80-1A,YANMAR,12/04/2017,02/06/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
200,200,101,1,2652671,O,EN LOCATION,EQP,VIO80-1A,YANMAR,04/04/2017,02/03/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
201,201,101,1,2653031,O,EN LOCATION,EQP,VIO80-1A,YANMAR,13/04/2017,02/10/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
202,202,101,1,2653051,O,EN LOCATION,EQP,VIO80-1,YANMAR,04/04/2017,02/07/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
203,203,101,1,2653061,A,DISPONIBLE,EQP,VIO80-1A,YANMAR,14/04/2017,13/02/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
204,204,101,1,2653071,O,EN LOCATION,EQP,VIO80-1A,YANMAR,10/04/2017,02/10/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
205,205,101,1,2660141,N,PANNE COURT TERME,EQP,T204H,AUSA,10/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
206,206,101,1,2660151,O,EN LOCATION,EQP,T 204 H,AUSA,14/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
207,207,101,1,2661321,O,EN LOCATION,EQP,MT625EASY,MANITOU,23/05/2017,31/01/2023,66,116,"0,57",0,2018,0,75,12075.0,37000,0,,1.0
208,208,101,1,2667381,O,EN LOCATION,EQP,Z45/25RTJ,GENIE,04/05/2017,02/07/2023,67,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
209,209,101,1,2667481,N,PANNE COURT TERME,EQP,Z45/25RTJ,GENIE,15/05/2017,14/02/2023,67,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
210,210,101,1,2667521,O,EN LOCATION,EQP,Z45/25RTJ,GENIE,03/05/2017,13/02/2023,67,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
211,211,101,1,2667631,O,EN LOCATION,EQP,Z45/25RTJ,GENIE,04/05/2017,02/02/2023,67,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
212,212,101,1,2667711,U,RETOUR PLANIFIE,EQP,Z45/25RTJ,GENIE,05/05/2017,02/10/2023,67,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
213,213,101,1,2667721,O,EN LOCATION,EQP,Z45/25RTJ,GENIE,18/05/2017,31/01/2023,66,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
214,214,101,1,2667801,A,DISPONIBLE,EQP,MT732,MANITOU,21/07/2017,20/01/2023,64,116,"0,55",0,2018,0,75,13125.0,43000,0,,1.0
215,215,101,1,2669801,N,PANNE COURT TERME,EQP,T204H,AUSA,24/04/2017,15/02/2023,67,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
216,216,101,1,2669841,O,EN LOCATION,EQP,T204H,AUSA,14/04/2017,15/02/2023,68,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
217,217,101,1,2669851,A,DISPONIBLE,EQP,T 204 H,AUSA,15/05/2017,14/02/2023,67,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
218,218,101,1,2669891,O,EN LOCATION,EQP,P27.6,MERLO,11/05/2017,02/10/2023,67,116,"0,57",0,2018,0,75,12075.0,37000,0,,1.0
219,219,101,1,2669921,O,EN LOCATION,EQP,P27.6,MERLO,23/05/2017,31/01/2023,66,116,"0,57",0,2018,0,75,12075.0,37000,0,,1.0
220,220,101,1,2670281,A,DISPONIBLE,EQP,P40.17,MERLO,12/06/2017,14/02/2023,66,111,"0,59",0,2018,0,75,21000.0,61000,0,,1.0
221,221,101,1,2670291,O,EN LOCATION,EQP,P40.17,MERLO,14/04/2017,02/10/2023,68,111,"0,61",0,2018,0,75,21000.0,61000,0,,1.0
222,222,101,1,2670311,A,DISPONIBLE,EQP,P40.17,MERLO,20/06/2017,14/02/2023,65,111,"0,59",0,2018,0,75,21000.0,61000,0,,1.0
223,223,101,1,2670361,T,VOLE,EQP,P40.17,MERLO,09/06/2017,08/03/2018,13,111,"0,11",0,2018,0,75,21000.0,61000,0,04/07/2018,1.0
224,224,101,1,2670591,O,EN LOCATION,EQP,MT420H,MANITOU,05/05/2017,31/01/2023,67,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
225,225,101,1,2670601,O,EN LOCATION,EQP,MT420H,MANITOU,05/05/2017,31/01/2023,67,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
226,226,101,1,2671111,O,EN LOCATION,EQP,ECR35D,VOLVO,12/04/2017,14/02/2023,68,97,"0,7",0,2018,0,75,19875.0,30500,0,,3.0
227,227,101,1,2673141,O,EN LOCATION,EQP,EC27,VOLVO,31/07/2017,31/01/2023,64,97,"0,66",0,2018,0,75,13875.0,23700,0,,3.0
228,228,101,1,2674241,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,Z45/25RTJ,GENIE,04/05/2017,02/10/2023,67,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
229,229,101,1,2674251,O,EN LOCATION,EQP,VIO50-6,YANMAR,10/08/2017,14/02/2023,64,97,"0,66",0,2018,0,75,23625.0,36500,0,,3.0
230,230,101,1,2676251,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,ECR88D,VOLVO,11/05/2017,14/02/2023,67,90,"0,74",0,2018,0,75,30000.0,55000,0,,3.0
231,231,101,1,2677501,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,ZEBRA 16,ATN,28/07/2017,01/11/2023,64,117,"0,55",0,2018,0,75,18750.0,38000,0,,2.0
232,232,101,1,2677511,A,DISPONIBLE,EQP,ZEBRA 16,ATN,28/07/2017,14/02/2023,64,117,"0,55",0,2018,0,75,18750.0,38000,0,,2.0
233,233,101,1,2677521,O,EN LOCATION,EQP,ZEBRA 16,ATN,16/06/2017,02/03/2023,66,117,"0,56",0,2018,0,75,18750.0,38000,0,,2.0
234,234,101,1,2677531,O,EN LOCATION,EQP,ZEBRA 16,ATN,02/06/2017,02/10/2023,66,117,"0,56",0,2018,0,75,18750.0,38000,0,,2.0
235,235,101,1,2677541,A,DISPONIBLE,EQP,ZEBRA 16,ATN,04/05/2017,15/02/2023,67,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
236,236,101,1,2678951,N,PANNE COURT TERME,EQP,P38.14,MERLO,13/04/2017,02/07/2023,68,111,"0,61",0,2018,0,75,18750.0,55000,0,,1.0
237,237,101,1,2679041,O,EN LOCATION,EQP,MT1440EASY,MANITOU,27/06/2017,02/06/2023,65,111,"0,59",0,2018,0,75,18750.0,55000,0,,1.0
238,238,101,1,2679271,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,E450AJ,JLG,07/04/2017,02/08/2023,68,119,"0,57",0,2018,0,75,13875.0,33000,0,,2.0
239,239,101,1,2679331,O,EN LOCATION,EQP,E450AJ,JLG,22/06/2017,13/02/2023,65,119,"0,55",0,2018,0,75,13875.0,33000,0,,2.0
240,240,101,1,2681151,N,PANNE COURT TERME,EQP,ECR35D,VOLVO,29/05/2017,02/08/2023,66,97,"0,68",0,2018,0,75,19875.0,30500,0,,3.0
241,241,101,1,2681201,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,ECR35D,VOLVO,11/04/2017,02/10/2023,68,97,"0,7",0,2018,0,75,19875.0,30500,0,,3.0
242,242,101,1,2682701,O,EN LOCATION,EQP,ECR50D,VOLVO,18/05/2017,02/01/2023,66,97,"0,69",0,2018,0,75,23625.0,36500,0,,3.0
243,243,101,1,2682711,A,DISPONIBLE,EQP,ECR50D,VOLVO,18/07/2017,02/02/2023,64,97,"0,66",0,2018,0,75,23625.0,36500,0,,3.0
244,244,101,1,2684421,U,RETOUR PLANIFIE,EQP,48Z-1,JCB,19/05/2017,02/10/2023,66,97,"0,68",0,2018,0,75,23625.0,36500,0,,3.0
245,245,101,1,2685531,A,DISPONIBLE,EQP,ECR58D,VOLVO,29/06/2017,02/10/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
246,246,101,1,2686301,O,EN LOCATION,EQP,VIO57-6A-CR,YANMAR,04/05/2017,31/01/2023,67,97,"0,69",0,2018,0,75,23625.0,36500,0,,3.0
247,247,101,1,2688521,A,DISPONIBLE,EQP,P38.14,MERLO,24/04/2017,15/02/2023,67,111,"0,61",0,2018,0,75,18750.0,55000,0,,1.0
248,248,101,1,2689711,O,EN LOCATION,EQP,ECR58D,VOLVO,03/07/2017,31/01/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
249,249,101,1,2689931,O,EN LOCATION,EQP,EW65,NEUSON,14/06/2017,31/01/2023,66,90,"0,73",0,2018,0,75,15000.0,60000,0,,3.0
250,250,101,1,2689941,O,EN LOCATION,EQP,EW65,NEUSON,05/07/2017,31/01/2023,65,90,"0,72",0,2018,0,75,15000.0,60000,0,,3.0
251,251,101,1,2690291,O,EN LOCATION,EQP,VIO80-1A,YANMAR,13/04/2017,02/06/2023,68,90,"0,75",0,2018,0,75,30000.0,55000,0,,3.0
252,252,101,1,2690461,O,EN LOCATION,EQP,VIO50-6,YANMAR,11/07/2017,13/02/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
253,253,101,1,2690971,N,PANNE COURT TERME,EQP,T204H,AUSA,12/04/2017,20/12/2022,68,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
254,254,101,1,2691021,A,DISPONIBLE,EQP,MT420H,MANITOU,24/05/2017,14/02/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
255,255,101,1,2691031,O,EN LOCATION,EQP,MT420H,MANITOU,15/05/2017,02/03/2023,67,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
256,256,101,1,2691041,N,PANNE COURT TERME,EQP,MT420H,MANITOU,10/05/2017,02/06/2023,67,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
257,257,101,1,2695661,A,DISPONIBLE,EQP,VIO50-6,YANMAR,12/07/2017,02/08/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
258,258,101,1,2695921,O,EN LOCATION,EQP,160ATJ-4RDEORC,MANITOU,24/07/2017,31/01/2023,64,117,"0,55",0,2018,0,75,18750.0,38000,0,,2.0
259,259,101,1,2695971,N,PANNE COURT TERME,EQP,H12SX,HAULOTTE,29/05/2017,15/02/2023,66,112,"0,59",0,2018,0,75,12450.0,36000,0,,2.0
260,260,101,1,2696261,U,RETOUR PLANIFIE,EQP,VIO50-6,YANMAR,11/07/2017,02/08/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
261,261,101,1,2697851,O,EN LOCATION,EQP,VIO50-6,YANMAR,07/07/2017,01/05/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
262,262,101,1,2698131,O,EN LOCATION,EQP,EZ53,NEUSON,27/06/2017,31/01/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
263,263,101,1,2701491,U,RETOUR PLANIFIE,EQP,T 204 H,AUSA,07/04/2017,02/02/2023,68,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
264,264,101,1,2701541,O,EN LOCATION,EQP,T204H,AUSA,02/05/2017,31/01/2023,67,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
265,265,101,1,2701551,O,EN LOCATION,EQP,TW75,TEREX,19/07/2017,31/01/2023,64,90,"0,72",0,2018,0,75,15000.0,60000,0,,3.0
266,266,101,1,2701631,O,EN LOCATION,EQP,T204H,AUSA,04/04/2017,02/06/2023,68,116,"0,59",0,2018,0,75,9450.0,34000,0,,1.0
267,267,101,1,2702171,O,EN LOCATION,EQP,MT420H,MANITOU,11/05/2017,13/02/2023,67,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
268,268,101,1,2702181,O,EN LOCATION,EQP,MT420H,MANITOU,15/05/2017,31/01/2023,67,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
269,269,101,1,2702191,O,EN LOCATION,EQP,MT420H,MANITOU,18/05/2017,02/06/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
270,270,101,1,2702201,A,DISPONIBLE,EQP,MT420H,MANITOU,15/05/2017,02/03/2023,67,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
271,271,101,1,2702211,O,EN LOCATION,EQP,MT420H,MANITOU,15/05/2017,15/02/2023,67,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
272,272,101,1,2702221,O,EN LOCATION,EQP,MT420H,MANITOU,22/05/2017,31/01/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
273,273,101,1,2702231,O,EN LOCATION,EQP,MT420H,MANITOU,18/05/2017,02/02/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
274,274,101,1,2702241,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,MT420H,MANITOU,29/05/2017,15/02/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
275,275,101,1,2702251,O,EN LOCATION,EQP,MT420H,MANITOU,16/05/2017,02/06/2023,67,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
276,276,101,1,2702291,O,EN LOCATION,EQP,MT420H,MANITOU,23/05/2017,31/01/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
277,277,101,1,2703471,U,RETOUR PLANIFIE,EQP,MT1335S,MANITOU,31/07/2017,02/02/2023,64,111,"0,58",0,2018,0,75,18750.0,52000,0,,1.0
278,278,101,1,2704671,U,RETOUR PLANIFIE,EQP,ECR58D,VOLVO,30/08/2017,14/02/2023,63,97,"0,65",0,2018,0,75,23625.0,36500,0,,3.0
279,279,101,1,2706901,N,PANNE COURT TERME,EQP,EZ53,NEUSON,01/08/2017,01/05/2023,64,97,"0,66",0,2018,0,75,23625.0,36500,0,,3.0
280,280,101,1,2707071,N,PANNE COURT TERME,EQP,T204H,AUSA,20/04/2017,02/10/2023,67,116,"0,58",0,2018,0,75,9450.0,34000,0,,1.0
281,281,101,1,2707131,A,DISPONIBLE,EQP,ECR50D,VOLVO,04/07/2017,02/09/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
282,282,101,1,2707841,O,EN LOCATION,EQP,ECR35D,VOLVO,05/04/2017,31/01/2023,68,97,"0,7",0,2018,0,75,19875.0,30500,0,,3.0
283,283,101,1,2712091,O,EN LOCATION,EQP,P27.6,MERLO,21/04/2017,14/02/2023,67,116,"0,58",0,2018,0,75,12075.0,37000,0,,1.0
284,284,101,1,2712651,O,EN LOCATION,EQP,VIO57-6A-CR,YANMAR,29/09/2017,13/02/2023,62,97,"0,64",0,2018,0,75,23625.0,36500,0,,3.0
285,285,101,1,2715271,A,DISPONIBLE,EQP,E450AJ,JLG,03/07/2017,28/10/2022,65,119,"0,55",0,2018,0,75,13875.0,33000,0,,2.0
286,286,101,1,2715401,O,EN LOCATION,EQP,P38.14,MERLO,24/04/2017,02/09/2023,67,111,"0,61",0,2018,0,75,18750.0,55000,0,,1.0
287,287,101,1,2715461,O,EN LOCATION,EQP,P38.14,MERLO,28/04/2017,02/09/2023,67,111,"0,6",0,2018,0,75,18750.0,55000,0,,1.0
288,288,101,1,2715681,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,EZ53,NEUSON,22/06/2017,14/02/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
289,289,101,1,2716401,O,EN LOCATION,EQP,ECR25D,VOLVO,07/07/2017,13/02/2023,65,97,"0,67",0,2018,0,75,13875.0,23700,0,,3.0
290,290,101,1,2716831,O,EN LOCATION,EQP,HA12IP,HAULOTTE,08/06/2017,02/02/2023,66,119,"0,55",0,2018,0,75,10875.0,29000,0,,2.0
291,291,101,1,2717671,M,PERDU,EQP,150AETJ-C,MANITOU,18/08/2017,31/08/2022,59,119,"0,5",0,2018,0,75,13875.0,33000,0,24/08/2022,2.0
292,292,101,1,2719491,O,EN LOCATION,EQP,EW65,NEUSON,23/06/2017,02/10/2023,65,90,"0,73",0,2018,0,75,15000.0,60000,0,,3.0
293,293,101,1,2721271,O,EN LOCATION,EQP,160ATJEO 350°,MANITOU,11/05/2017,02/09/2023,67,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
294,294,101,1,2721281,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,160ATJEO 350°,MANITOU,11/05/2017,14/02/2023,67,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
295,295,101,1,2724121,A,DISPONIBLE,EQP,VIO50-6,YANMAR,13/07/2017,18/01/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
296,296,101,1,2724401,O,EN LOCATION,EQP,VIO50-6,YANMAR,03/07/2017,02/06/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
297,297,101,1,2725071,U,RETOUR PLANIFIE,EQP,ECR35D,VOLVO,19/04/2017,02/10/2023,67,97,"0,7",0,2018,0,75,19875.0,30500,0,,3.0
298,298,101,1,2725201,N,PANNE COURT TERME,EQP,VIO50-6,YANMAR,11/07/2017,02/09/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
299,299,101,1,2725211,U,RETOUR PLANIFIE,EQP,VIO50-6,YANMAR,11/07/2017,13/02/2023,65,97,"0,67",0,2018,0,75,23625.0,36500,0,,3.0
300,300,101,1,2725481,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,ECR35D,VOLVO,11/04/2017,14/02/2023,68,97,"0,7",0,2018,0,75,19875.0,30500,0,,3.0
301,301,101,1,2725761,O,EN LOCATION,EQP,ECR58D,VOLVO,28/08/2017,02/10/2023,63,97,"0,65",0,2018,0,75,23625.0,36500,0,,3.0
302,302,101,1,2725841,U,RETOUR PLANIFIE,EQP,VIO50-6,YANMAR,01/08/2017,02/06/2023,64,97,"0,66",0,2018,0,75,23625.0,36500,0,,3.0
303,303,101,1,2725931,J,FERRAILLE,EQP,EW65,NEUSON,30/08/2017,13/03/2020,30,97,"0,31",0,2018,0,75,22500.0,54500,0,31/05/2019,3.0
304,304,101,1,2726091,O,EN LOCATION,EQP,ECR25D,VOLVO,03/08/2017,02/09/2023,64,97,"0,66",0,2018,0,75,13875.0,23700,0,,3.0
305,305,101,1,2726961,O,EN LOCATION,EQP,HA16RTJ,HAULOTTE,28/04/2017,02/10/2023,67,117,"0,57",0,2018,0,75,18750.0,38000,0,,2.0
306,306,101,1,2727481,O,EN LOCATION,EQP,160ATJ-4RDEORC,MANITOU,21/07/2017,02/09/2023,64,117,"0,55",0,2018,0,75,18750.0,38000,0,,2.0
307,307,101,1,2727491,O,EN LOCATION,EQP,160ATJ-4RDEORC,MANITOU,21/07/2017,31/01/2023,64,117,"0,55",0,2018,0,75,18750.0,38000,0,,2.0
308,308,101,1,2728981,N,PANNE COURT TERME,EQP,MT420H,MANITOU,30/05/2017,22/11/2022,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
309,309,101,1,2729021,N,PANNE COURT TERME,EQP,MT420H,MANITOU,02/06/2017,31/01/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
310,310,101,1,2729031,O,EN LOCATION,EQP,MT420H,MANITOU,19/05/2017,02/02/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
311,311,101,1,2729041,O,EN LOCATION,EQP,MT420H,MANITOU,30/05/2017,31/01/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
312,312,101,1,2729091,O,EN LOCATION,EQP,MT420H,MANITOU,30/05/2017,02/10/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
313,313,101,1,2729101,O,EN LOCATION,EQP,MT420H,MANITOU,07/06/2017,31/01/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
314,314,101,1,2729111,O,EN LOCATION,EQP,MT420H,MANITOU,07/06/2017,02/10/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
315,315,101,1,2729121,A,DISPONIBLE,EQP,MT420H,MANITOU,24/05/2017,13/02/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
316,316,101,1,2729221,U,RETOUR PLANIFIE,EQP,MT420H,MANITOU,01/06/2017,02/10/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
317,317,101,1,2729231,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,MT420H,MANITOU,30/05/2017,02/10/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
318,318,101,1,2729241,O,EN LOCATION,EQP,MT420H,MANITOU,01/06/2017,02/01/2023,66,116,"0,57",0,2018,0,75,9450.0,34000,0,,1.0
