,int64_field_0,Agence_Facturation,Region_Facturation,Materiel,Statut,Libelle_Statut_Materiel,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_Locative_Th_TR_IndM,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference,Date_Fin_Vie,Cat_Classe_Designation_Num
8386,8386,330,53,107473,A,DISPONIBLE,ACC,1000L980/A5063,JCB,20/12/2012,28/10/2022,119,83,"1,44",0,2020,42,48,0.0,1500,0,,1.0
8387,8387,330,53,110257,S,VENDU,EQP,100VJR,MANITOU,15/03/2013,16/09/2022,114,119,"0,95","5375,55",2018,164,252,36036.0,18500,46,29/08/2022,2.0
8388,8388,330,53,110257,S,VENDU,EQP,100VJR,MANITOU,15/03/2013,16/09/2022,114,119,"0,95","5772,18",2019,116,245,35893.0,18500,34,29/08/2022,2.0
8389,8389,330,53,110257,S,VENDU,EQP,100VJR,MANITOU,15/03/2013,16/09/2022,114,119,"0,95","2304,26",2020,34,95,36322.0,18500,30,29/08/2022,2.0
8390,8390,330,53,110257,S,VENDU,EQP,100VJR,MANITOU,15/03/2013,16/09/2022,114,119,"0,95","6847,39",2021,151,255,36465.0,18500,27,29/08/2022,2.0
8391,8391,330,53,110257,S,VENDU,EQP,100VJR,MANITOU,15/03/2013,16/09/2022,114,119,"0,95","3800,8",2022,69,166,23738.0,18500,32,29/08/2022,2.0
8392,8392,330,53,110710,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,VIO25,YANMAR,11/02/2013,14/02/2023,118,97,"1,21",378,2018,5,24,0.0,23700,60,,3.0
8393,8393,330,53,110710,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,VIO25,YANMAR,11/02/2013,14/02/2023,118,97,"1,21","6432,1",2019,74,133,0.0,23700,19,,3.0
8394,8394,330,53,11123,A,DISPONIBLE,ACC,CBR600,MANITOU,19/10/2012,02/10/2023,121,83,"1,46",0,2020,120,92,644.0,1500,0,,1.0
8395,8395,330,53,11123,A,DISPONIBLE,ACC,CBR600,MANITOU,19/10/2012,02/10/2023,121,83,"1,46",0,2021,354,255,1785.0,1500,0,,1.0
8396,8396,330,53,11123,A,DISPONIBLE,ACC,CBR600,MANITOU,19/10/2012,02/10/2023,121,83,"1,46",0,2022,296,254,1778.0,1500,0,,1.0
8397,8397,330,53,113436,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,MT625T,MANITOU,22/04/2013,15/02/2023,115,116,"0,99","10771,66",2018,283,252,40572.0,37000,56,,1.0
8398,8398,330,53,113436,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,MT625T,MANITOU,22/04/2013,15/02/2023,115,116,"0,99","8653,36",2019,163,251,40411.0,37000,59,,1.0
8399,8399,330,53,113436,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,MT625T,MANITOU,22/04/2013,15/02/2023,115,116,"0,99","9773,79",2020,155,254,40894.0,37000,37,,1.0
8400,8400,330,53,113436,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,MT625T,MANITOU,22/04/2013,15/02/2023,115,116,"0,99","10454,7",2021,203,254,41055.0,37000,35,,1.0
8401,8401,330,53,113436,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,MT625T,MANITOU,22/04/2013,15/02/2023,115,116,"0,99","12029,69",2022,150,254,40894.0,37000,30,,1.0
8402,8402,330,53,113437,A,DISPONIBLE,ACC,CBR730,MANITOU,22/04/2013,02/03/2023,115,83,"1,39",0,2018,333,252,1764.0,1500,0,,1.0
8403,8403,330,53,113437,A,DISPONIBLE,ACC,CBR730,MANITOU,22/04/2013,02/03/2023,115,83,"1,39",0,2019,52,102,1757.0,1500,0,,1.0
8404,8404,330,53,113437,A,DISPONIBLE,ACC,CBR730,MANITOU,22/04/2013,02/03/2023,115,83,"1,39","34,09",2020,126,253,1778.0,1500,365,,1.0
8405,8405,330,53,113437,A,DISPONIBLE,ACC,CBR730,MANITOU,22/04/2013,02/03/2023,115,83,"1,39","21,64",2021,87,230,1785.0,1500,522,,1.0
8406,8406,330,53,113437,A,DISPONIBLE,ACC,CBR730,MANITOU,22/04/2013,02/03/2023,115,83,"1,39","11,37",2022,103,254,1778.0,1500,1098,,1.0
8407,8407,330,53,115582,S,VENDU,ACC,500L,GENIE,25/02/2013,20/10/2020,90,83,"1,09",0,2018,0,69,483.0,1500,0,17/07/2020,1.0
8408,8408,330,53,116328,T,VOLE,ACC,CBR730,MANITOU,04/02/2013,21/06/2022,111,83,"1,34",0,2018,170,171,0.0,1500,0,19/05/2022,1.0
8409,8409,330,53,127340,A,DISPONIBLE,EQP,VIO20-4,YANMAR,12/07/2013,02/06/2023,113,97,"1,16","5938,79",2018,66,252,46620.0,23700,48,,3.0
8410,8410,330,53,127340,A,DISPONIBLE,EQP,VIO20-4,YANMAR,12/07/2013,02/06/2023,113,97,"1,16","8174,84",2019,96,251,46435.0,23700,34,,3.0
8411,8411,330,53,127340,A,DISPONIBLE,EQP,VIO20-4,YANMAR,12/07/2013,02/06/2023,113,97,"1,16","6980,11",2020,87,254,46990.0,23700,41,,3.0
8412,8412,330,53,127340,A,DISPONIBLE,EQP,VIO20-4,YANMAR,12/07/2013,02/06/2023,113,97,"1,16","8326,43",2021,110,255,47175.0,23700,34,,3.0
8413,8413,330,53,127340,A,DISPONIBLE,EQP,VIO20-4,YANMAR,12/07/2013,02/06/2023,113,97,"1,16","11193,01",2022,126,254,46990.0,23700,25,,3.0
8414,8414,330,53,127352,T,VOLE,EQP,VIO20,YANMAR,10/07/2013,20/10/2021,99,97,"1,02","7908,75",2018,114,252,46620.0,23700,44,18/10/2021,3.0
8415,8415,330,53,127352,T,VOLE,EQP,VIO20,YANMAR,10/07/2013,20/10/2021,99,97,"1,02","6978,16",2019,77,251,46435.0,23700,49,18/10/2021,3.0
8416,8416,330,53,127352,T,VOLE,EQP,VIO20,YANMAR,10/07/2013,20/10/2021,99,97,"1,02","5996,34",2020,80,254,46990.0,23700,58,18/10/2021,3.0
8417,8417,330,53,127352,T,VOLE,EQP,VIO20,YANMAR,10/07/2013,20/10/2021,99,97,"1,02","5814,01",2021,63,175,37370.0,23700,41,18/10/2021,3.0
8418,8418,330,53,127360,A,DISPONIBLE,EQP,VIO20-4,YANMAR,22/07/2013,27/01/2023,112,97,"1,16","1347,03",2020,15,43,7955.0,23700,34,,3.0
8419,8419,330,53,127360,A,DISPONIBLE,EQP,VIO20-4,YANMAR,22/07/2013,27/01/2023,112,97,"1,16","9044,96",2021,113,219,47175.0,23700,25,,3.0
8420,8420,330,53,127360,A,DISPONIBLE,EQP,VIO20-4,YANMAR,22/07/2013,27/01/2023,112,97,"1,16","9968,64",2022,105,254,46990.0,23700,27,,3.0
8421,8421,330,53,127546,O,EN LOCATION,EQP,P38.14,MERLO,01/01/2019,31/01/2023,113,111,"1,02",19437,2018,206,252,63000.0,55000,33,,1.0
8422,8422,330,53,127546,O,EN LOCATION,EQP,P38.14,MERLO,01/01/2019,31/01/2023,113,111,"1,02","12668,97",2019,127,251,62750.0,55000,51,,1.0
8423,8423,330,53,127546,O,EN LOCATION,EQP,P38.14,MERLO,01/01/2019,31/01/2023,113,111,"1,02","13123,4",2020,127,254,63500.0,55000,50,,1.0
8424,8424,330,53,127546,O,EN LOCATION,EQP,P38.14,MERLO,01/01/2019,31/01/2023,113,111,"1,02","13165,09",2021,160,255,63750.0,55000,50,,1.0
8425,8425,330,53,127546,O,EN LOCATION,EQP,P38.14,MERLO,01/01/2019,31/01/2023,113,111,"1,02","14994,11",2022,130,248,63500.0,55000,42,,1.0
8426,8426,330,53,127598,A,DISPONIBLE,EQP,160ALUDS,MULTITEL,04/07/2013,02/10/2023,113,103,"1,1",0,2021,0,1,0.0,52500,0,,2.0
8427,8427,330,53,129049,I,EN TRANSIT,EQP,9503,NEUSON,02/11/2018,13/02/2023,110,90,"1,22","10995,3",2018,70,252,100800.0,95000,103,,3.0
8428,8428,330,53,129049,I,EN TRANSIT,EQP,9503,NEUSON,02/11/2018,13/02/2023,110,90,"1,22","18902,25",2019,86,251,100400.0,95000,60,,3.0
8429,8429,330,53,129049,I,EN TRANSIT,EQP,9503,NEUSON,02/11/2018,13/02/2023,110,90,"1,22","17801,5",2020,86,254,101600.0,95000,64,,3.0
8430,8430,330,53,129049,I,EN TRANSIT,EQP,9503,NEUSON,02/11/2018,13/02/2023,110,90,"1,22","17816,66",2021,102,255,102000.0,95000,64,,3.0
8431,8431,330,53,129049,I,EN TRANSIT,EQP,9503,NEUSON,02/11/2018,13/02/2023,110,90,"1,22","9034,65",2022,42,254,101600.0,95000,127,,3.0
8432,8432,330,53,136493,A,DISPONIBLE,EQP,ECR88D,VOLVO,31/08/2018,12/08/2022,111,90,"1,23","12947,8",2018,89,223,100800.0,55000,41,,3.0
8433,8433,330,53,136493,A,DISPONIBLE,EQP,ECR88D,VOLVO,31/08/2018,12/08/2022,111,90,"1,23","11735,1",2019,65,251,100400.0,55000,51,,3.0
8434,8434,330,53,136493,A,DISPONIBLE,EQP,ECR88D,VOLVO,31/08/2018,12/08/2022,111,90,"1,23","13451,85",2020,88,254,101600.0,55000,45,,3.0
8435,8435,330,53,136493,A,DISPONIBLE,EQP,ECR88D,VOLVO,31/08/2018,12/08/2022,111,90,"1,23","10186,3",2021,56,227,102000.0,55000,54,,3.0
8436,8436,330,53,136493,A,DISPONIBLE,EQP,ECR88D,VOLVO,31/08/2018,12/08/2022,111,90,"1,23","9230,43",2022,56,254,101600.0,55000,66,,3.0
8437,8437,330,53,138861,N,PANNE COURT TERME,EQP,MT625T,MANITOU,13/12/2013,02/09/2023,108,116,"0,93",575,2021,10,15,0.0,37000,44,,1.0
8438,8438,330,53,146111,N,PANNE COURT TERME,EQP,BT420,MANITOU,31/10/2013,02/03/2023,109,116,"0,94","10205,8",2018,135,252,31752.0,34000,22,,1.0
8439,8439,330,53,146111,N,PANNE COURT TERME,EQP,BT420,MANITOU,31/10/2013,02/03/2023,109,116,"0,94","8433,6",2019,119,251,31626.0,34000,26,,1.0
8440,8440,330,53,146111,N,PANNE COURT TERME,EQP,BT420,MANITOU,31/10/2013,02/03/2023,109,116,"0,94","6328,75",2020,77,254,32004.0,34000,35,,1.0
8441,8441,330,53,146111,N,PANNE COURT TERME,EQP,BT420,MANITOU,31/10/2013,02/03/2023,109,116,"0,94",8704,2021,193,253,32130.0,34000,25,,1.0
8442,8442,330,53,146111,N,PANNE COURT TERME,EQP,BT420,MANITOU,31/10/2013,02/03/2023,109,116,"0,94","10894,18",2022,234,254,32004.0,34000,20,,1.0
8443,8443,330,53,146113,A,DISPONIBLE,ACC,CBR600,MANITOU,31/10/2013,15/12/2022,109,83,"1,31","222,52",2018,62,252,1764.0,1500,34,,1.0
8444,8444,330,53,146113,A,DISPONIBLE,ACC,CBR600,MANITOU,31/10/2013,15/12/2022,109,83,"1,31","5,4",2019,34,93,1757.0,1500,522,,1.0
8445,8445,330,53,146113,A,DISPONIBLE,ACC,CBR600,MANITOU,31/10/2013,15/12/2022,109,83,"1,31",0,2020,6,27,1778.0,1500,0,,1.0
8446,8446,330,53,146113,A,DISPONIBLE,ACC,CBR600,MANITOU,31/10/2013,15/12/2022,109,83,"1,31","8,6",2021,4,81,1785.0,1500,286,,1.0
8447,8447,330,53,146113,A,DISPONIBLE,ACC,CBR600,MANITOU,31/10/2013,15/12/2022,109,83,"1,31","54,36",2022,90,253,1778.0,1500,141,,1.0
8448,8448,330,53,146138,S,VENDU,EQP,ECR48C,VOLVO,30/11/2018,21/12/2021,97,97,1,"12248,4",2018,114,243,79380.0,36500,21,02/08/2021,3.0
8449,8449,330,53,146138,S,VENDU,EQP,ECR48C,VOLVO,30/11/2018,21/12/2021,97,97,1,"6272,05",2019,48,227,79065.0,36500,38,02/08/2021,3.0
8450,8450,330,53,146138,S,VENDU,EQP,ECR48C,VOLVO,30/11/2018,21/12/2021,97,97,1,"10680,65",2020,127,254,80010.0,36500,29,02/08/2021,3.0
8451,8451,330,53,146138,S,VENDU,EQP,ECR48C,VOLVO,30/11/2018,21/12/2021,97,97,1,"5405,2",2021,52,147,46305.0,36500,28,02/08/2021,3.0
8452,8452,330,53,146307,S,VENDU,EQP,SJIII3220,SKYJACK,27/09/2013,07/12/2022,104,112,"0,93","4836,9",2018,126,252,19152.0,9900,24,21/06/2022,2.0
8453,8453,330,53,146307,S,VENDU,EQP,SJIII3220,SKYJACK,27/09/2013,07/12/2022,104,112,"0,93","4516,56",2019,137,251,19076.0,9900,26,21/06/2022,2.0
8454,8454,330,53,146307,S,VENDU,EQP,SJIII3220,SKYJACK,27/09/2013,07/12/2022,104,112,"0,93","3873,5",2020,222,254,19304.0,9900,45,21/06/2022,2.0
8455,8455,330,53,146307,S,VENDU,EQP,SJIII3220,SKYJACK,27/09/2013,07/12/2022,104,112,"0,93","2574,3",2021,86,255,19380.0,9900,46,21/06/2022,2.0
8456,8456,330,53,146307,S,VENDU,EQP,SJIII3220,SKYJACK,27/09/2013,07/12/2022,104,112,"0,93","1635,16",2022,37,119,9044.0,9900,34,21/06/2022,2.0
8457,8457,330,53,146308,O,EN LOCATION,EQP,SJIII3220,SKYJACK,27/09/2013,02/09/2023,110,112,"0,98","4327,82",2018,101,252,19152.0,9900,26,,2.0
8458,8458,330,53,146308,O,EN LOCATION,EQP,SJIII3220,SKYJACK,27/09/2013,02/09/2023,110,112,"0,98","4395,38",2019,143,251,19076.0,9900,26,,2.0
8459,8459,330,53,146308,O,EN LOCATION,EQP,SJIII3220,SKYJACK,27/09/2013,02/09/2023,110,112,"0,98","2385,8",2020,55,254,19304.0,9900,48,,2.0
8460,8460,330,53,146308,O,EN LOCATION,EQP,SJIII3220,SKYJACK,27/09/2013,02/09/2023,110,112,"0,98","3227,65",2021,66,243,19380.0,9900,34,,2.0
8461,8461,330,53,146308,O,EN LOCATION,EQP,SJIII3220,SKYJACK,27/09/2013,02/09/2023,110,112,"0,98","5613,4",2022,140,254,19304.0,9900,21,,2.0
8462,8462,330,53,147089,A,DISPONIBLE,EQP,VIO20,YANMAR,04/12/2013,31/01/2023,108,97,"1,11","9148,35",2018,108,252,46620.0,23700,28,,3.0
8463,8463,330,53,147089,A,DISPONIBLE,EQP,VIO20,YANMAR,04/12/2013,31/01/2023,108,97,"1,11","7608,15",2019,105,238,46435.0,23700,31,,3.0
8464,8464,330,53,147089,A,DISPONIBLE,EQP,VIO20,YANMAR,04/12/2013,31/01/2023,108,97,"1,11","8095,11",2020,104,249,46990.0,23700,31,,3.0
8465,8465,330,53,147089,A,DISPONIBLE,EQP,VIO20,YANMAR,04/12/2013,31/01/2023,108,97,"1,11","7817,25",2021,101,212,47175.0,23700,27,,3.0
8466,8466,330,53,147089,A,DISPONIBLE,EQP,VIO20,YANMAR,04/12/2013,31/01/2023,108,97,"1,11","10012,58",2022,145,254,46990.0,23700,25,,3.0
8467,8467,330,53,1474,S,VENDU,EQP,Z-45/25RTJ,GENIE,03/03/2011,23/07/2019,107,117,"0,92","10979,88",2018,126,248,63000.0,38000,124,24/06/2019,2.0
8468,8468,330,53,1474,S,VENDU,EQP,Z-45/25RTJ,GENIE,03/03/2011,23/07/2019,107,117,"0,92","3980,22",2019,48,118,29500.0,38000,163,24/06/2019,2.0
8469,8469,330,53,147809,A,DISPONIBLE,EQP,302.4D,CATERPILLA,15/11/2018,02/08/2023,108,97,"1,12",0,2018,0,3,0.0,23700,0,,3.0
8470,8470,330,53,147809,A,DISPONIBLE,EQP,302.4D,CATERPILLA,15/11/2018,02/08/2023,108,97,"1,12","913,35",2019,15,5,0.0,23700,6,,3.0
8471,8471,330,53,156022,S,VENDU,EQP,ECR38,VOLVO,31/03/2019,30/12/2021,92,97,"0,95","7606,85",2018,84,252,66780.0,30500,60,14/12/2021,3.0
8472,8472,330,53,156022,S,VENDU,EQP,ECR38,VOLVO,31/03/2019,30/12/2021,92,97,"0,95","8767,14",2019,108,251,66515.0,30500,52,14/12/2021,3.0
8473,8473,330,53,156022,S,VENDU,EQP,ECR38,VOLVO,31/03/2019,30/12/2021,92,97,"0,95","9299,56",2020,113,254,67310.0,30500,49,14/12/2021,3.0
8474,8474,330,53,156022,S,VENDU,EQP,ECR38,VOLVO,31/03/2019,30/12/2021,92,97,"0,95","8978,29",2021,81,241,63865.0,30500,49,14/12/2021,3.0
8475,8475,330,53,158976,O,EN LOCATION,EQP,P34.7,MERLO,03/06/2019,31/01/2023,103,116,"0,89","11244,85",2018,118,252,44100.0,43000,41,,1.0
8476,8476,330,53,158976,O,EN LOCATION,EQP,P34.7,MERLO,03/06/2019,31/01/2023,103,116,"0,89","7022,05",2019,83,251,43925.0,43000,66,,1.0
8477,8477,330,53,158976,O,EN LOCATION,EQP,P34.7,MERLO,03/06/2019,31/01/2023,103,116,"0,89","5131,05",2020,76,242,44450.0,43000,87,,1.0
8478,8478,330,53,158976,O,EN LOCATION,EQP,P34.7,MERLO,03/06/2019,31/01/2023,103,116,"0,89","9995,81",2021,165,255,44625.0,43000,67,,1.0
8479,8479,330,53,158976,O,EN LOCATION,EQP,P34.7,MERLO,03/06/2019,31/01/2023,103,116,"0,89","11427,03",2022,128,254,44450.0,43000,41,,1.0
8480,8480,330,53,158977,A,DISPONIBLE,ACC,B/P34.7,MERLO,18/04/2014,25/01/2023,103,83,"1,25","119,92",2018,198,252,1764.0,1500,114,,1.0
8481,8481,330,53,158977,A,DISPONIBLE,ACC,B/P34.7,MERLO,18/04/2014,25/01/2023,103,83,"1,25",0,2019,1,171,1757.0,1500,0,,1.0
8482,8482,330,53,158977,A,DISPONIBLE,ACC,B/P34.7,MERLO,18/04/2014,25/01/2023,103,83,"1,25","4,7",2020,37,100,1778.0,1500,1149,,1.0
8483,8483,330,53,158977,A,DISPONIBLE,ACC,B/P34.7,MERLO,18/04/2014,25/01/2023,103,83,"1,25","33,66",2021,138,235,1785.0,1500,534,,1.0
8484,8484,330,53,158977,A,DISPONIBLE,ACC,B/P34.7,MERLO,18/04/2014,25/01/2023,103,83,"1,25","19,95",2022,64,254,1778.0,1500,688,,1.0
8485,8485,330,53,158985,O,EN LOCATION,EQP,MT625T,MANITOU,26/02/2014,31/01/2023,105,116,"0,91","8378,16",2018,237,252,40572.0,37000,80,,1.0
8486,8486,330,53,158985,O,EN LOCATION,EQP,MT625T,MANITOU,26/02/2014,31/01/2023,105,116,"0,91","10146,41",2019,162,251,40411.0,37000,45,,1.0
8487,8487,330,53,158985,O,EN LOCATION,EQP,MT625T,MANITOU,26/02/2014,31/01/2023,105,116,"0,91","8859,36",2020,183,254,40894.0,37000,41,,1.0
8488,8488,330,53,158985,O,EN LOCATION,EQP,MT625T,MANITOU,26/02/2014,31/01/2023,105,116,"0,91","9374,05",2021,204,255,41055.0,37000,39,,1.0
8489,8489,330,53,158985,O,EN LOCATION,EQP,MT625T,MANITOU,26/02/2014,31/01/2023,105,116,"0,91","9620,37",2022,153,254,40894.0,37000,38,,1.0
8490,8490,330,53,159005,O,EN LOCATION,EQP,160ATJ-4RDEO350,MANITOU,07/02/2014,15/02/2023,106,117,"0,9",80,2018,2,8,0.0,38000,171,,2.0
8491,8491,330,53,159013,U,RETOUR PLANIFIE,EQP,ECR25,VOLVO,06/05/2019,02/01/2023,105,97,"1,09","8836,63",2018,116,252,46620.0,23700,31,,3.0
8492,8492,330,53,159013,U,RETOUR PLANIFIE,EQP,ECR25,VOLVO,06/05/2019,02/01/2023,105,97,"1,09","10133,37",2019,120,251,46435.0,23700,27,,3.0
8493,8493,330,53,159013,U,RETOUR PLANIFIE,EQP,ECR25,VOLVO,06/05/2019,02/01/2023,105,97,"1,09","10058,34",2020,118,254,46990.0,23700,27,,3.0
8494,8494,330,53,159013,U,RETOUR PLANIFIE,EQP,ECR25,VOLVO,06/05/2019,02/01/2023,105,97,"1,09","9384,72",2021,108,223,47175.0,23700,25,,3.0
8495,8495,330,53,159013,U,RETOUR PLANIFIE,EQP,ECR25,VOLVO,06/05/2019,02/01/2023,105,97,"1,09","8938,56",2022,113,254,46990.0,23700,30,,3.0
8496,8496,330,53,159047,O,EN LOCATION,EQP,SV15,YANMAR,18/04/2014,14/02/2023,103,97,"1,07",7920,2018,365,252,38556.0,18300,30,,3.0
8497,8497,330,53,159047,O,EN LOCATION,EQP,SV15,YANMAR,18/04/2014,14/02/2023,103,97,"1,07",5982,2019,107,243,38403.0,18300,23,,3.0
8498,8498,330,53,159047,O,EN LOCATION,EQP,SV15,YANMAR,18/04/2014,14/02/2023,103,97,"1,07",0,2020,0,6,38862.0,18300,0,,3.0
8499,8499,330,53,159047,O,EN LOCATION,EQP,SV15,YANMAR,18/04/2014,14/02/2023,103,97,"1,07","1874,6",2021,22,94,39015.0,18300,24,,3.0
8500,8500,330,53,159047,O,EN LOCATION,EQP,SV15,YANMAR,18/04/2014,14/02/2023,103,97,"1,07",0,2022,0,0,38862.0,18300,0,,3.0
8501,8501,330,53,159048,S,VENDU,EQP,SV15,YANMAR,11/04/2014,27/10/2022,102,97,"1,05","5889,15",2018,83,202,38556.0,18300,26,18/10/2022,3.0
8502,8502,330,53,159048,S,VENDU,EQP,SV15,YANMAR,11/04/2014,27/10/2022,102,97,"1,05","4098,56",2019,84,251,38403.0,18300,55,18/10/2022,3.0
8503,8503,330,53,159048,S,VENDU,EQP,SV15,YANMAR,11/04/2014,27/10/2022,102,97,"1,05","5810,15",2020,75,206,31518.0,18300,30,18/10/2022,3.0
8504,8504,330,53,159076,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,VIO20-CPY,YANMAR,31/03/2014,02/03/2023,104,97,"1,07",1611,2019,19,42,0.0,23700,28,,3.0
8505,8505,330,53,159088,O,EN LOCATION,EQP,ECR88D,VOLVO,31/03/2019,02/07/2023,104,90,"1,15","1101,4",2022,6,27,0.0,55000,62,,3.0
8506,8506,330,53,159183,N,PANNE COURT TERME,EQP,6503,WACKER NEU,04/04/2014,02/10/2023,104,97,"1,07","21226,45",2018,105,252,75600.0,54500,30,,3.0
8507,8507,330,53,159183,N,PANNE COURT TERME,EQP,6503,WACKER NEU,04/04/2014,02/10/2023,104,97,"1,07","13360,96",2019,79,251,75300.0,54500,48,,3.0
8508,8508,330,53,159183,N,PANNE COURT TERME,EQP,6503,WACKER NEU,04/04/2014,02/10/2023,104,97,"1,07","11326,61",2020,59,252,76200.0,54500,56,,3.0
8509,8509,330,53,159183,N,PANNE COURT TERME,EQP,6503,WACKER NEU,04/04/2014,02/10/2023,104,97,"1,07","12345,16",2021,75,255,76500.0,54500,52,,3.0
8510,8510,330,53,159183,N,PANNE COURT TERME,EQP,6503,WACKER NEU,04/04/2014,02/10/2023,104,97,"1,07","16009,38",2022,85,254,76200.0,54500,40,,3.0
8511,8511,330,53,159185,S,VENDU,EQP,6503,WACKER NEU,01/04/2014,19/10/2022,102,97,"1,05","13517,7",2018,79,252,75600.0,54500,49,30/09/2022,3.0
8512,8512,330,53,159185,S,VENDU,EQP,6503,WACKER NEU,01/04/2014,19/10/2022,102,97,"1,05","14508,83",2019,80,251,75300.0,54500,45,30/09/2022,3.0
8513,8513,330,53,159185,S,VENDU,EQP,6503,WACKER NEU,01/04/2014,19/10/2022,102,97,"1,05","16237,53",2020,90,254,76200.0,54500,41,30/09/2022,3.0
8514,8514,330,53,159185,S,VENDU,EQP,6503,WACKER NEU,01/04/2014,19/10/2022,102,97,"1,05","16189,04",2021,93,255,76500.0,54500,41,30/09/2022,3.0
8515,8515,330,53,159185,S,VENDU,EQP,6503,WACKER NEU,01/04/2014,19/10/2022,102,97,"1,05","3184,13",2022,18,190,57000.0,54500,157,30/09/2022,3.0
8516,8516,330,53,159195,N,PANNE COURT TERME,EQP,50Z3,WACKER NEU,02/04/2014,24/01/2023,104,97,"1,07","11244,01",2018,123,252,79380.0,36500,41,,3.0
8517,8517,330,53,159195,N,PANNE COURT TERME,EQP,50Z3,WACKER NEU,02/04/2014,24/01/2023,104,97,"1,07","13017,25",2019,118,251,79065.0,36500,32,,3.0
8518,8518,330,53,159195,N,PANNE COURT TERME,EQP,50Z3,WACKER NEU,02/04/2014,24/01/2023,104,97,"1,07","12979,52",2020,110,254,80010.0,36500,33,,3.0
8519,8519,330,53,159195,N,PANNE COURT TERME,EQP,50Z3,WACKER NEU,02/04/2014,24/01/2023,104,97,"1,07","11996,29",2021,118,255,80325.0,36500,36,,3.0
8520,8520,330,53,159195,N,PANNE COURT TERME,EQP,50Z3,WACKER NEU,02/04/2014,24/01/2023,104,97,"1,07","13126,34",2022,98,247,80010.0,36500,32,,3.0
8521,8521,330,53,159196,O,EN LOCATION,EQP,50Z3,WACKER NEU,01/04/2014,02/01/2023,104,97,"1,07","11626,26",2018,116,252,79380.0,36500,37,,3.0
8522,8522,330,53,159196,O,EN LOCATION,EQP,50Z3,WACKER NEU,01/04/2014,02/01/2023,104,97,"1,07","8119,85",2019,63,243,76545.0,36500,51,,3.0
8523,8523,330,53,159257,A,DISPONIBLE,EQP,ECR25-CPY,VOLVO,31/03/2019,15/12/2022,101,97,"1,04","13712,15",2018,121,252,46620.0,23700,20,,3.0
8524,8524,330,53,159257,A,DISPONIBLE,EQP,ECR25-CPY,VOLVO,31/03/2019,15/12/2022,101,97,"1,04","6064,87",2019,71,235,46435.0,23700,43,,3.0
8525,8525,330,53,159257,A,DISPONIBLE,EQP,ECR25-CPY,VOLVO,31/03/2019,15/12/2022,101,97,"1,04","9757,73",2020,128,254,46990.0,23700,29,,3.0
8526,8526,330,53,159257,A,DISPONIBLE,EQP,ECR25-CPY,VOLVO,31/03/2019,15/12/2022,101,97,"1,04","6889,05",2021,88,255,47175.0,23700,41,,3.0
8527,8527,330,53,159257,A,DISPONIBLE,EQP,ECR25-CPY,VOLVO,31/03/2019,15/12/2022,101,97,"1,04","9380,8",2022,109,254,46990.0,23700,30,,3.0
8528,8528,330,53,159345,S,VENDU,EQP,8050RTS,JCB,01/06/2019,20/07/2020,73,97,"0,75","10561,9",2018,179,252,79380.0,36500,95,30/06/2020,3.0
8529,8529,330,53,159345,S,VENDU,EQP,8050RTS,JCB,01/06/2019,20/07/2020,73,97,"0,75","7575,11",2019,66,251,79065.0,36500,94,30/06/2020,3.0
8530,8530,330,53,159345,S,VENDU,EQP,8050RTS,JCB,01/06/2019,20/07/2020,73,97,"0,75","2764,82",2020,26,124,39060.0,36500,127,30/06/2020,3.0
8531,8531,330,53,165990,A,DISPONIBLE,ACC,P/P34.7,MERLO,25/04/2014,12/08/2022,103,83,"1,24",159,2018,71,252,1764.0,1500,99,,1.0
8532,8532,330,53,165990,A,DISPONIBLE,ACC,P/P34.7,MERLO,25/04/2014,12/08/2022,103,83,"1,24","57,75",2019,32,235,1757.0,1500,255,,1.0
8533,8533,330,53,165990,A,DISPONIBLE,ACC,P/P34.7,MERLO,25/04/2014,12/08/2022,103,83,"1,24","6,58",2020,3,254,1778.0,1500,2421,,1.0
8534,8534,330,53,165990,A,DISPONIBLE,ACC,P/P34.7,MERLO,25/04/2014,12/08/2022,103,83,"1,24",0,2021,1,182,1785.0,1500,0,,1.0
8535,8535,330,53,165990,A,DISPONIBLE,ACC,P/P34.7,MERLO,25/04/2014,12/08/2022,103,83,"1,24",0,2022,42,254,1778.0,1500,0,,1.0
8536,8536,330,53,169065,N,PANNE COURT TERME,EQP,311FLRR,CATERPILLA,08/10/2019,15/02/2023,98,97,"1,01","21132,6",2018,90,252,108360.0,100000,51,,3.0
8537,8537,330,53,169065,N,PANNE COURT TERME,EQP,311FLRR,CATERPILLA,08/10/2019,15/02/2023,98,97,"1,01","19354,5",2019,90,251,107930.0,100000,55,,3.0
