int64_field_0,Agence_Gerante,Region_Proprietaire,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Ann__e_Construction_Mat,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,Valeur_Locative_Th_TR_IndM,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_nette_comptable,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference
110,1276,67,Mat - 100517,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBA3000LDR,MANITOU,19/06/2012,22/12/2022,2012,125,83,"1,51",1778,126,2022,43,254,0,1500,105
111,1276,67,Mat - 100519,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBG2300JFD-LDR,MANITOU,19/06/2012,18/10/2022,2012,125,83,"1,51",1764,0,2018,261,252,0,1500,0
112,1276,67,Mat - 100519,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBG2300JFD-LDR,MANITOU,19/06/2012,18/10/2022,2012,125,83,"1,51",1757,0,2019,214,251,0,1500,0
113,1276,67,Mat - 100519,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBG2300JFD-LDR,MANITOU,19/06/2012,18/10/2022,2012,125,83,"1,51",1778,0,2020,0,254,0,1500,0
114,1276,67,Mat - 100519,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBG2300JFD-LDR,MANITOU,19/06/2012,18/10/2022,2012,125,83,"1,51",1785,"8,8",2021,2,255,0,1500,1512
115,1276,67,Mat - 100519,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBG2300JFD-LDR,MANITOU,19/06/2012,18/10/2022,2012,125,83,"1,51",1778,15,2022,1,254,0,1500,883
116,1421,57,Mat - 100757,A,DISPONIBLE,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,20/06/2012,20/10/2022,2012,125,119,"1,05",36036,"7333,25",2018,170,252,1850,18500,32
117,1421,57,Mat - 100757,A,DISPONIBLE,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,20/06/2012,20/10/2022,2012,125,119,"1,05",35893,"8217,96",2019,141,251,1850,18500,23
118,1421,57,Mat - 100757,A,DISPONIBLE,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,20/06/2012,20/10/2022,2012,125,119,"1,05",36322,"5420,75",2020,87,254,1850,18500,32
119,1421,57,Mat - 100757,A,DISPONIBLE,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,20/06/2012,20/10/2022,2012,125,119,"1,05",36465,"8973,85",2021,144,255,1850,18500,29
120,1421,57,Mat - 100757,A,DISPONIBLE,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,20/06/2012,20/10/2022,2012,125,119,"1,05",36322,"7297,05",2022,109,254,1850,18500,34
121,339,53,Mat - 100759,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50VCR,YANMAR,15/06/2012,14/02/2023,2012,126,97,"1,29",79380,"12574,26",2018,105,252,3497,36500,34
122,339,53,Mat - 100759,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50VCR,YANMAR,15/06/2012,14/02/2023,2012,126,97,"1,29",79065,"10752,31",2019,81,251,3497,36500,43
123,339,53,Mat - 100759,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50VCR,YANMAR,15/06/2012,14/02/2023,2012,126,97,"1,29",80010,"7120,86",2020,50,254,3497,36500,61
124,339,53,Mat - 100759,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50VCR,YANMAR,15/06/2012,14/02/2023,2012,126,97,"1,29",80325,"13254,15",2021,103,255,3497,36500,33
125,339,53,Mat - 100759,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50VCR,YANMAR,15/06/2012,14/02/2023,2012,126,97,"1,29",80010,"16492,63",2022,111,254,3497,36500,26
126,6101,61,Mat - 100764,J,FERRAILLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,07/05/2012,18/03/2019,2012,80,97,"0,82",46620,"4326,1",2018,36,252,"2708,98",23700,245
127,6101,61,Mat - 100764,J,FERRAILLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,07/05/2012,18/03/2019,2012,80,97,"0,82",8325,0,2019,0,45,"2708,98",23700,0
128,6801,68,Mat - 100769,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV17CRE,YANMAR,09/12/2012,19/09/2018,2012,72,97,"0,74",26010,"13854,65",2018,35,170,"3527,27",18300,71
129,6801,68,Mat - 100770,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV17CRE,YANMAR,09/12/2012,18/04/2019,2012,79,97,"0,81",38556,"7731,2",2018,70,252,"2673,92",18300,100
130,6801,68,Mat - 100770,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV17CRE,YANMAR,09/12/2012,18/04/2019,2012,79,97,"0,81",11628,11589,2019,10,76,"2673,92",18300,25
131,6801,68,Mat - 100771,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV17CRE,YANMAR,09/12/2012,31/07/2018,2012,69,97,"0,71",18666,"1192,35",2018,12,122,"3783,66",18300,904
132,6801,68,Mat - 100800,J,FERRAILLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,19/07/2012,20/10/2021,2012,110,97,"1,14",46620,"8930,13",2018,85,252,2280,23700,37
133,6801,68,Mat - 100800,J,FERRAILLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,19/07/2012,20/10/2021,2012,110,97,"1,14",46435,"14681,65",2019,171,272,2280,23700,33
134,6801,68,Mat - 100800,J,FERRAILLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,19/07/2012,20/10/2021,2012,110,97,"1,14",46990,"7281,63",2020,79,254,2280,23700,46
135,6801,68,Mat - 100800,J,FERRAILLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,19/07/2012,20/10/2021,2012,110,97,"1,14",36630,"1213,3",2021,15,198,2280,23700,236
136,6801,68,Mat - 100801,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,19/07/2012,03/09/2020,2012,85,97,"0,88",46620,"8385,85",2018,117,252,2280,23700,93
137,6801,68,Mat - 100801,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,19/07/2012,03/09/2020,2012,85,97,"0,88",34040,6817,2019,79,184,2280,23700,93
138,1276,67,Mat - 100819,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20,YANMAR,09/03/2012,17/11/2022,2012,123,97,"1,27",46620,"7719,8",2018,238,252,2260,23700,46
139,1276,67,Mat - 100819,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20,YANMAR,09/03/2012,17/11/2022,2012,123,97,"1,27",46435,"7719,8",2019,238,251,2260,23700,45
140,1276,67,Mat - 100819,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20,YANMAR,09/03/2012,17/11/2022,2012,123,97,"1,27",46990,"5551,68",2020,134,254,2260,23700,50
141,1276,67,Mat - 100819,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20,YANMAR,09/03/2012,17/11/2022,2012,123,97,"1,27",47175,"9449,9",2021,156,255,2260,23700,28
142,1276,67,Mat - 100819,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20,YANMAR,09/03/2012,17/11/2022,2012,123,97,"1,27",46990,"5547,57",2022,62,254,2260,23700,33
143,5301,53,Mat - 100831,S,VENDU,052-0027 - CHARIOT TELESC. 7M,EQP,531-70WM,JCB,12/07/2012,29/10/2018,2012,69,116,"0,59",32725,"4529,05",2018,47,187,"9566,09",43000,569
144,7420,53,Mat - 100832,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,28/05/2013,01/05/2023,2012,125,83,"1,51",1764,"39,59",2018,15,250,0,1500,478
145,7420,53,Mat - 100832,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,28/05/2013,01/05/2023,2012,125,83,"1,51",1757,0,2019,15,251,0,1500,0
146,7420,53,Mat - 100832,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,28/05/2013,01/05/2023,2012,125,83,"1,51",1778,"32,03",2020,101,254,0,1500,554
147,7420,53,Mat - 100832,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,28/05/2013,01/05/2023,2012,125,83,"1,51",1785,"51,22",2021,9,255,0,1500,348
148,7420,53,Mat - 100832,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,28/05/2013,01/05/2023,2012,125,83,"1,51",1778,"181,12",2022,34,254,0,1500,98
149,814,64,Mat - 100863,O,EN LOCATION,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,HA12IP,HAULOTTE,13/07/2012,02/02/2023,2012,125,119,"1,05",36395,"9600,96",2018,185,251,2730,29000,42
150,814,64,Mat - 100863,O,EN LOCATION,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,HA12IP,HAULOTTE,13/07/2012,02/02/2023,2012,125,119,"1,05",36105,"4900,8",2019,61,249,2730,29000,82
151,814,64,Mat - 100863,O,EN LOCATION,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,HA12IP,HAULOTTE,13/07/2012,02/02/2023,2012,125,119,"1,05",36685,"2548,34",2020,44,253,2730,29000,100
152,814,64,Mat - 100863,O,EN LOCATION,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,HA12IP,HAULOTTE,13/07/2012,02/02/2023,2012,125,119,"1,05",36830,"8181,66",2021,181,254,2730,29000,44
153,814,64,Mat - 100863,O,EN LOCATION,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,HA12IP,HAULOTTE,13/07/2012,02/02/2023,2012,125,119,"1,05",36540,"10197,16",2022,133,252,2730,29000,32
154,538,58,Mat - 100868,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,520-50,JCB,08/02/2018,13/02/2023,2013,113,116,"0,98",31752,"11655,7",2018,159,252,0,34000,33
155,538,58,Mat - 100868,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,520-50,JCB,08/02/2018,13/02/2023,2013,113,116,"0,98",31626,"6456,9",2019,118,251,0,34000,82
156,538,58,Mat - 100868,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,520-50,JCB,08/02/2018,13/02/2023,2013,113,116,"0,98",32004,"12244,5",2020,178,254,0,34000,29
157,538,58,Mat - 100868,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,520-50,JCB,08/02/2018,13/02/2023,2013,113,116,"0,98",32130,"12724,7",2021,176,255,0,34000,30
158,538,58,Mat - 100868,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,520-50,JCB,08/02/2018,13/02/2023,2013,113,116,"0,98",32004,"10340,95",2022,132,254,0,34000,37
159,538,58,Mat - 100869,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,700L 514/00500,JCB,24/06/2013,12/06/2019,2013,113,83,"1,36",1764,"121,62",2018,24,244,0,1500,202
160,538,58,Mat - 100869,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,700L 514/00500,JCB,24/06/2013,12/06/2019,2013,113,83,"1,36",1757,"15,99",2019,4,251,0,1500,1000
161,538,58,Mat - 100869,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,700L 514/00500,JCB,24/06/2013,12/06/2019,2013,113,83,"1,36",1778,0,2020,0,254,0,1500,0
162,538,58,Mat - 100869,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,700L 514/00500,JCB,24/06/2013,12/06/2019,2013,113,83,"1,36",1785,0,2021,0,255,0,1500,0
163,538,58,Mat - 100869,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,700L 514/00500,JCB,24/06/2013,12/06/2019,2013,113,83,"1,36",1778,0,2022,0,254,0,1500,0
164,819,64,Mat - 100890,O,EN LOCATION,052-0027 - CHARIOT TELESC. 7M,EQP,531-70B,JCB,12/07/2012,31/01/2023,2012,120,116,"1,03",43925,10080,2018,261,251,4025,43000,51
165,819,64,Mat - 100890,O,EN LOCATION,052-0027 - CHARIOT TELESC. 7M,EQP,531-70B,JCB,12/07/2012,31/01/2023,2012,120,116,"1,03",43575,10080,2019,261,249,4025,43000,51
166,819,64,Mat - 100890,O,EN LOCATION,052-0027 - CHARIOT TELESC. 7M,EQP,531-70B,JCB,12/07/2012,31/01/2023,2012,120,116,"1,03",44275,10080,2020,247,253,4025,43000,51
167,819,64,Mat - 100890,O,EN LOCATION,052-0027 - CHARIOT TELESC. 7M,EQP,531-70B,JCB,12/07/2012,31/01/2023,2012,120,116,"1,03",44450,10080,2021,240,254,4025,43000,52
168,819,64,Mat - 100890,O,EN LOCATION,052-0027 - CHARIOT TELESC. 7M,EQP,531-70B,JCB,12/07/2012,31/01/2023,2012,120,116,"1,03",44100,10080,2022,240,252,4025,43000,51
169,819,64,Mat - 100891,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,12/07/2012,31/01/2023,2012,120,83,"1,44",1757,0,2018,261,251,0,1500,0
170,819,64,Mat - 100891,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,12/07/2012,31/01/2023,2012,120,83,"1,44",1743,0,2019,261,249,0,1500,0
171,819,64,Mat - 100891,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,12/07/2012,31/01/2023,2012,120,83,"1,44",1771,0,2020,247,253,0,1500,0
172,819,64,Mat - 100891,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,12/07/2012,31/01/2023,2012,120,83,"1,44",1778,0,2021,240,254,0,1500,0
173,819,64,Mat - 100891,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,12/07/2012,31/01/2023,2012,120,83,"1,44",1764,0,2022,240,252,0,1500,0
174,5301,53,Mat - 100893,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,8020,JCB,12/07/2012,16/09/2022,2012,117,97,"1,2",38556,"6180,68",2018,105,252,2120,18300,43
175,5301,53,Mat - 100893,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,8020,JCB,12/07/2012,16/09/2022,2012,117,97,"1,2",38403,"6098,28",2019,78,251,2120,18300,33
176,5301,53,Mat - 100893,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,8020,JCB,12/07/2012,16/09/2022,2012,117,97,"1,2",38862,"4756,36",2020,64,254,2120,18300,46
177,5301,53,Mat - 100893,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,8020,JCB,12/07/2012,16/09/2022,2012,117,97,"1,2",39015,"10121,33",2021,123,255,2120,18300,23
178,5301,53,Mat - 100893,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,8020,JCB,12/07/2012,16/09/2022,2012,117,97,"1,2",26469,"15431,87",2022,36,173,2120,18300,10
179,224,51,Mat - 100906,T,VOLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,8025 ZTS,JCB,01/10/2013,07/10/2019,2013,73,97,"0,75",46620,"10902,65",2018,122,252,4257,23700,112
180,224,51,Mat - 100906,T,VOLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,8025 ZTS,JCB,01/10/2013,07/10/2019,2013,73,97,"0,75",7770,"2016,6",2019,23,42,4257,23700,101
181,346,53,Mat - 100912,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,VRACHYDRAULIQU,NISSAN,16/10/2012,31/01/2023,2012,122,83,"1,46",1764,0,2018,261,252,0,1500,0
182,346,53,Mat - 100912,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,VRACHYDRAULIQU,NISSAN,16/10/2012,31/01/2023,2012,122,83,"1,46",1757,0,2019,261,251,0,1500,0
183,346,53,Mat - 100912,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,VRACHYDRAULIQU,NISSAN,16/10/2012,31/01/2023,2012,122,83,"1,46",1778,0,2020,247,254,0,1500,0
184,346,53,Mat - 100912,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,VRACHYDRAULIQU,NISSAN,16/10/2012,31/01/2023,2012,122,83,"1,46",1785,0,2021,240,255,0,1500,0
185,346,53,Mat - 100912,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,VRACHYDRAULIQU,NISSAN,16/10/2012,31/01/2023,2012,122,83,"1,46",1778,0,2022,240,254,0,1500,0
186,5301,53,Mat - 100915,S,VENDU,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,VRACHYDRAULIQU,NISSAN,16/10/2012,24/10/2018,2012,71,83,"0,85",1302,0,2018,20,186,0,1500,0
187,1845,56,Mat - 100916,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,26/11/2012,15/02/2023,2012,120,97,"1,24",46620,"7500,8",2018,239,252,2580,23700,48
188,1845,56,Mat - 100916,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,26/11/2012,15/02/2023,2012,120,97,"1,24",46435,"8770,72",2019,223,251,2580,23700,41
189,1845,56,Mat - 100916,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,26/11/2012,15/02/2023,2012,120,97,"1,24",46990,"6005,87",2020,77,254,2580,23700,32
190,1845,56,Mat - 100916,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,26/11/2012,15/02/2023,2012,120,97,"1,24",47175,"10568,51",2021,131,255,2580,23700,21
191,1845,56,Mat - 100916,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,26/11/2012,15/02/2023,2012,120,97,"1,24",46990,"10137,29",2022,143,254,2580,23700,28
192,1845,56,Mat - 100920,A,DISPONIBLE,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,30/06/2017,01/09/2023,2012,123,97,"1,26",79380,10289,2018,84,252,0,36500,49
193,1845,56,Mat - 100920,A,DISPONIBLE,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,30/06/2017,01/09/2023,2012,123,97,"1,26",79065,"14123,5",2019,110,251,0,36500,25
194,1845,56,Mat - 100920,A,DISPONIBLE,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,30/06/2017,01/09/2023,2012,123,97,"1,26",80010,"8724,19",2020,63,254,0,36500,62
195,1845,56,Mat - 100920,A,DISPONIBLE,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,30/06/2017,01/09/2023,2012,123,97,"1,26",80325,"8179,96",2021,64,255,0,36500,44
196,1845,56,Mat - 100920,A,DISPONIBLE,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,30/06/2017,01/09/2023,2012,123,97,"1,26",80010,"13010,79",2022,100,254,0,36500,32
197,538,58,Mat - 100924,T,VOLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,12/02/2022,2012,119,97,"1,22",46620,"13817,6",2018,126,252,2580,23700,21
198,538,58,Mat - 100924,T,VOLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,12/02/2022,2012,119,97,"1,22",46435,"12959,11",2019,150,251,2580,23700,23
199,538,58,Mat - 100924,T,VOLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,12/02/2022,2012,119,97,"1,22",46990,"13254,15",2020,140,254,2580,23700,22
200,538,58,Mat - 100924,T,VOLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,12/02/2022,2012,119,97,"1,22",47175,"8160,88",2021,84,255,2580,23700,36
201,538,58,Mat - 100924,T,VOLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,12/02/2022,2012,119,97,"1,22",38110,"7601,74",2022,70,206,2580,23700,31
202,291,51,Mat - 100929,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,30/10/2012,19/01/2023,2012,121,97,"1,25",46620,"13355,61",2018,103,252,2580,23700,21
203,291,51,Mat - 100929,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,30/10/2012,19/01/2023,2012,121,97,"1,25",46435,"6122,06",2019,60,251,2580,23700,49
204,291,51,Mat - 100929,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,30/10/2012,19/01/2023,2012,121,97,"1,25",46990,"4998,81",2020,48,254,2580,23700,56
205,291,51,Mat - 100929,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,30/10/2012,19/01/2023,2012,121,97,"1,25",47175,"13085,75",2021,127,255,2580,23700,21
206,291,51,Mat - 100929,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,30/10/2012,19/01/2023,2012,121,97,"1,25",46990,"6161,91",2022,59,254,2580,23700,45
207,538,58,Mat - 100943,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,02/08/2023,2012,121,97,"1,24",46620,"11734,38",2018,108,252,2580,23700,24
208,538,58,Mat - 100943,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,02/08/2023,2012,121,97,"1,24",46435,"7899,68",2019,96,251,2580,23700,38
209,538,58,Mat - 100943,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,02/08/2023,2012,121,97,"1,24",46990,"10686,51",2020,114,254,2580,23700,26
210,538,58,Mat - 100943,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,02/08/2023,2012,121,97,"1,24",47175,"10743,97",2021,101,255,2580,23700,26
211,538,58,Mat - 100943,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,02/08/2023,2012,121,97,"1,24",46990,8825,2022,100,254,2580,23700,32
212,5801,58,Mat - 100944,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,24/03/2022,2012,112,97,"1,15",46620,"10658,46",2018,106,252,2580,23700,31
213,5801,58,Mat - 100944,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,24/03/2022,2012,112,97,"1,15",46435,"11807,75",2019,135,251,2580,23700,28
214,5801,58,Mat - 100944,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,24/03/2022,2012,112,97,"1,15",46990,"10297,62",2020,122,254,2580,23700,32
215,5801,58,Mat - 100944,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,24/03/2022,2012,112,97,"1,15",47175,"11632,4",2021,109,255,2580,23700,28
216,5801,58,Mat - 100944,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,16/11/2012,24/03/2022,2012,112,97,"1,15",9805,17000,2022,0,53,2580,23700,5
217,6201,62,Mat - 101189,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,25/07/2012,21/12/2020,2012,100,97,"1,03",46620,"10798,45",2018,103,252,2280,23700,41
218,6201,62,Mat - 101189,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,25/07/2012,21/12/2020,2012,100,97,"1,03",46435,"8424,3",2019,92,251,2280,23700,57
219,6201,62,Mat - 101189,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,25/07/2012,21/12/2020,2012,100,97,"1,03",44585,"20243,9",2020,97,241,2280,23700,23
220,5101,51,Mat - 101194,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,26/07/2012,01/08/2019,2012,76,97,"0,79",43290,"15724,5",2018,65,234,"3152,19",23700,83
221,3115,51,Mat - 101198,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50VCR,YANMAR,09/05/2012,02/09/2023,2012,123,97,"1,27",79380,"15276,3",2018,118,252,3497,36500,25
222,3115,51,Mat - 101198,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50VCR,YANMAR,09/05/2012,02/09/2023,2012,123,97,"1,27",79065,"12493,5",2019,100,251,3497,36500,31
223,3115,51,Mat - 101198,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50VCR,YANMAR,09/05/2012,02/09/2023,2012,123,97,"1,27",80010,"14184,35",2020,121,247,3497,36500,31
224,3115,51,Mat - 101198,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50VCR,YANMAR,09/05/2012,02/09/2023,2012,123,97,"1,27",80325,"12368,2",2021,87,242,3497,36500,38
225,3115,51,Mat - 101198,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50VCR,YANMAR,09/05/2012,02/09/2023,2012,123,97,"1,27",80010,"10470,98",2022,68,254,3497,36500,44
226,5401,54,Mat - 101208,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33UCR,YANMAR,13/08/2012,29/06/2022,2012,118,97,"1,21",66780,"8187,1",2018,87,252,2856,30500,49
227,5401,54,Mat - 101208,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33UCR,YANMAR,13/08/2012,29/06/2022,2012,118,97,"1,21",66515,"11276,88",2019,99,251,2856,30500,35
228,5401,54,Mat - 101208,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33UCR,YANMAR,13/08/2012,29/06/2022,2012,118,97,"1,21",67310,"12787,21",2020,141,254,2856,30500,31
229,5401,54,Mat - 101208,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33UCR,YANMAR,13/08/2012,29/06/2022,2012,118,97,"1,21",67575,"11464,95",2021,129,255,2856,30500,35
