int64_field_0,Agence_Gerante,Region_Proprietaire,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Ann__e_Construction_Mat,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,Valeur_Locative_Th_TR_IndM,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_nette_comptable,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference
16906,918,65,Mat - 161996,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,21/02/2014,31/01/2023,2014,105,117,"0,9",63750,"10293,53",2021,123,255,3500,38000,48
16907,918,65,Mat - 161996,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,21/02/2014,31/01/2023,2014,105,117,"0,9",63500,"10039,68",2022,194,254,3500,38000,42
16908,1410,57,Mat - 161997,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,03/04/2014,02/10/2023,2014,105,117,"0,9",63000,"14010,45",2018,192,252,3500,38000,32
16909,1410,57,Mat - 161997,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,03/04/2014,02/10/2023,2014,105,117,"0,9",62750,"15036,9",2019,182,251,3500,38000,34
16910,1410,57,Mat - 161997,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,03/04/2014,02/10/2023,2014,105,117,"0,9",63500,"9760,46",2020,122,254,3500,38000,43
16911,1410,57,Mat - 161997,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,03/04/2014,02/10/2023,2014,105,117,"0,9",63750,"11943,95",2021,138,255,3500,38000,41
16912,1410,57,Mat - 161997,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,03/04/2014,02/10/2023,2014,105,117,"0,9",63500,"11691,35",2022,160,254,3500,38000,36
16913,5101,51,Mat - 161998,S,VENDU,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,24/02/2014,25/02/2021,2014,83,103,"0,81",64260,"19399,9",2018,165,252,"5151,6",52500,54
16914,5101,51,Mat - 161998,S,VENDU,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,24/02/2014,25/02/2021,2014,83,103,"0,81",64005,"13810,4",2019,241,251,"5151,6",52500,70
16915,5101,51,Mat - 161998,S,VENDU,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,24/02/2014,25/02/2021,2014,83,103,"0,81",65280,5640,2020,98,256,"5151,6",52500,174
16916,5101,51,Mat - 161998,S,VENDU,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,24/02/2014,25/02/2021,2014,83,103,"0,81",8415,6500,2021,0,33,"5151,6",52500,20
16917,5301,53,Mat - 161999,A,DISPONIBLE,049-0018 - NACELLE 20M SUR VL,EQP,MT202DS,MULTITEL,26/02/2014,14/02/2023,2014,105,103,"1,02",86940,"24046,66",2018,160,252,"5876,4",61500,30
16918,5301,53,Mat - 161999,A,DISPONIBLE,049-0018 - NACELLE 20M SUR VL,EQP,MT202DS,MULTITEL,26/02/2014,14/02/2023,2014,105,103,"1,02",86595,"23767,91",2019,167,251,"5876,4",61500,28
16919,5301,53,Mat - 161999,A,DISPONIBLE,049-0018 - NACELLE 20M SUR VL,EQP,MT202DS,MULTITEL,26/02/2014,14/02/2023,2014,105,103,"1,02",87630,"24664,62",2020,139,254,"5876,4",61500,30
16920,5301,53,Mat - 161999,A,DISPONIBLE,049-0018 - NACELLE 20M SUR VL,EQP,MT202DS,MULTITEL,26/02/2014,14/02/2023,2014,105,103,"1,02",87975,"18354,58",2021,119,255,"5876,4",61500,46
16921,5301,53,Mat - 161999,A,DISPONIBLE,049-0018 - NACELLE 20M SUR VL,EQP,MT202DS,MULTITEL,26/02/2014,14/02/2023,2014,105,103,"1,02",87630,"15398,42",2022,85,254,"5876,4",61500,47
16922,5701,57,Mat - 162056,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,TB180FRA,TAKEUCHI,04/03/2014,28/03/2022,2014,95,90,"1,05",100800,"22712,8",2018,341,252,"6696,36",55000,50
16923,5701,57,Mat - 162056,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,TB180FRA,TAKEUCHI,04/03/2014,28/03/2022,2014,95,90,"1,05",100400,15629,2019,202,251,"6696,36",55000,54
16924,5701,57,Mat - 162056,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,TB180FRA,TAKEUCHI,04/03/2014,28/03/2022,2014,95,90,"1,05",101600,"14232,33",2020,74,254,"6696,36",55000,40
16925,5701,57,Mat - 162056,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,TB180FRA,TAKEUCHI,04/03/2014,28/03/2022,2014,95,90,"1,05",102000,"11541,52",2021,85,255,"6696,36",55000,49
16926,5701,57,Mat - 162056,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,TB180FRA,TAKEUCHI,04/03/2014,28/03/2022,2014,95,90,"1,05",22400,27000,2022,0,56,"6696,36",55000,6
16927,1411,57,Mat - 162057,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,TB180FRA,TAKEUCHI,04/03/2014,13/02/2023,2014,104,90,"1,15",100800,"22712,8",2018,341,252,"6696,36",55000,45
16928,1411,57,Mat - 162057,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,TB180FRA,TAKEUCHI,04/03/2014,13/02/2023,2014,104,90,"1,15",100400,"20772,7",2019,229,251,"6696,36",55000,36
16929,1411,57,Mat - 162057,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,TB180FRA,TAKEUCHI,04/03/2014,13/02/2023,2014,104,90,"1,15",101600,"20475,81",2020,125,254,"6696,36",55000,25
16930,1411,57,Mat - 162057,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,TB180FRA,TAKEUCHI,04/03/2014,13/02/2023,2014,104,90,"1,15",102000,"17407,33",2021,136,255,"6696,36",55000,29
16931,1411,57,Mat - 162057,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,TB180FRA,TAKEUCHI,04/03/2014,13/02/2023,2014,104,90,"1,15",101600,"7644,43",2022,67,254,"6696,36",55000,67
16932,5101,51,Mat - 162067,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,29/12/2022,2014,101,97,"1,04",79380,"18673,84",2018,154,252,"335,14",36500,23
16933,5101,51,Mat - 162067,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,29/12/2022,2014,101,97,"1,04",79065,"18804,58",2019,177,251,"335,14",36500,23
16934,5101,51,Mat - 162067,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,29/12/2022,2014,101,97,"1,04",80010,"9161,92",2020,78,254,"335,14",36500,48
16935,5101,51,Mat - 162067,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,29/12/2022,2014,101,97,"1,04",80325,"19074,11",2021,166,255,"335,14",36500,23
16936,5101,51,Mat - 162067,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,29/12/2022,2014,101,97,"1,04",72765,"9412,87",2022,76,231,"335,14",36500,46
16937,1411,57,Mat - 162068,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,02/06/2023,2014,101,97,"1,04",79380,"17853,53",2018,229,252,"335,14",36500,23
16938,1411,57,Mat - 162068,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,02/06/2023,2014,101,97,"1,04",79065,"16707,34",2019,143,251,"335,14",36500,27
16939,1411,57,Mat - 162068,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,02/06/2023,2014,101,97,"1,04",80010,"13850,2",2020,112,254,"335,14",36500,30
16940,1411,57,Mat - 162068,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,02/06/2023,2014,101,97,"1,04",80325,"10968,82",2021,97,255,"335,14",36500,38
16941,1411,57,Mat - 162068,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,02/06/2023,2014,101,97,"1,04",80010,"13283,55",2022,126,254,"335,14",36500,37
16942,1415,58,Mat - 162077,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,31/01/2023,2014,102,97,"1,05",79380,"14572,05",2018,116,252,"335,14",36500,32
16943,1415,58,Mat - 162077,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,31/01/2023,2014,102,97,"1,05",79065,"17978,75",2019,126,251,"335,14",36500,24
16944,1415,58,Mat - 162077,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,31/01/2023,2014,102,97,"1,05",80010,"11084,85",2020,97,254,"335,14",36500,39
16945,1415,58,Mat - 162077,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,31/01/2023,2014,102,97,"1,05",80325,"10048,99",2021,78,255,"335,14",36500,43
16946,1415,58,Mat - 162077,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,31/01/2023,2014,102,97,"1,05",80010,"16677,79",2022,150,254,"335,14",36500,26
16947,1415,58,Mat - 162078,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,15/02/2023,2014,102,97,"1,05",79380,"14155,65",2018,129,252,"335,14",36500,35
16948,1415,58,Mat - 162078,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,15/02/2023,2014,102,97,"1,05",79065,"18167,99",2019,139,251,"335,14",36500,23
16949,1415,58,Mat - 162078,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,15/02/2023,2014,102,97,"1,05",80010,"11767,92",2020,91,254,"335,14",36500,36
16950,1415,58,Mat - 162078,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,15/02/2023,2014,102,97,"1,05",80325,"10528,4",2021,87,255,"335,14",36500,41
16951,1415,58,Mat - 162078,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,15/02/2023,2014,102,97,"1,05",80010,"19085,47",2022,143,254,"335,14",36500,22
16952,5901,59,Mat - 162079,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,19/12/2022,2014,101,97,"1,05",79380,"11445,6",2018,97,252,"335,14",36500,37
16953,5901,59,Mat - 162079,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,19/12/2022,2014,101,97,"1,05",79065,"9818,16",2019,78,251,"335,14",36500,43
16954,5901,59,Mat - 162079,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,19/12/2022,2014,101,97,"1,05",80010,"11826,55",2020,101,254,"335,14",36500,37
16955,5901,59,Mat - 162079,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,19/12/2022,2014,101,97,"1,05",80325,"17689,46",2021,136,255,"335,14",36500,25
16956,5901,59,Mat - 162079,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,19/12/2022,2014,101,97,"1,05",74025,"24410,93",2022,63,235,"335,14",36500,18
16957,6301,63,Mat - 162090,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,20/12/2022,2014,102,97,"1,05",78435,"15224,17",2018,116,249,"335,14",36500,28
16958,6301,63,Mat - 162090,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,20/12/2022,2014,102,97,"1,05",78435,"6933,83",2019,44,249,"335,14",36500,54
16959,6301,63,Mat - 162090,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,20/12/2022,2014,102,97,"1,05",79695,"15376,24",2020,145,251,"335,14",36500,30
16960,6301,63,Mat - 162090,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,20/12/2022,2014,102,97,"1,05",80010,"12936,05",2021,94,248,"335,14",36500,37
16961,6301,63,Mat - 162090,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,06/01/2019,20/12/2022,2014,102,97,"1,05",74970,"30256,67",2022,79,238,"335,14",36500,14
16962,515,58,Mat - 162091,U,RETOUR PLANIFIE,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,14/02/2023,2014,101,97,"1,04",79380,"13527,92",2018,124,252,"335,14",36500,32
16963,515,58,Mat - 162091,U,RETOUR PLANIFIE,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,14/02/2023,2014,101,97,"1,04",79065,"11074,85",2019,114,251,"335,14",36500,42
16964,515,58,Mat - 162091,U,RETOUR PLANIFIE,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,14/02/2023,2014,101,97,"1,04",80010,"17394,6",2020,115,238,"335,14",36500,22
16965,515,58,Mat - 162091,U,RETOUR PLANIFIE,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,14/02/2023,2014,101,97,"1,04",80325,"16925,99",2021,141,255,"335,14",36500,28
16966,515,58,Mat - 162091,U,RETOUR PLANIFIE,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,14/02/2023,2014,101,97,"1,04",80010,"18867,07",2022,153,254,"335,14",36500,23
16967,6501,65,Mat - 162101,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,24/09/2020,2014,74,97,"0,76",79380,"12482,8",2018,132,252,"335,14",36500,68
16968,6501,65,Mat - 162101,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,24/09/2020,2014,74,97,"0,76",79065,"18529,1",2019,176,251,"335,14",36500,39
16969,6501,65,Mat - 162101,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,24/09/2020,2014,74,97,"0,76",56385,"19937,94",2020,29,179,"335,14",36500,29
16970,1047,66,Mat - 162102,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,02/01/2023,2014,101,97,"1,04",79380,"18186,32",2018,168,252,"335,14",36500,22
16971,1047,66,Mat - 162102,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,02/01/2023,2014,101,97,"1,04",79065,"8088,73",2019,87,251,"335,14",36500,49
16972,1047,66,Mat - 162102,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,02/01/2023,2014,101,97,"1,04",80010,"11210,04",2020,82,254,"335,14",36500,36
16973,1047,66,Mat - 162102,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,02/01/2023,2014,101,97,"1,04",80325,"7818,97",2021,60,255,"335,14",36500,52
16974,1047,66,Mat - 162102,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,02/01/2023,2014,101,97,"1,04",80010,"10299,61",2022,81,254,"335,14",36500,56
16975,1113,68,Mat - 162109,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,21/12/2022,2014,101,97,"1,05",79380,"21002,97",2018,144,252,"335,14",36500,20
16976,1113,68,Mat - 162109,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,21/12/2022,2014,101,97,"1,05",79065,"19887,64",2019,156,251,"335,14",36500,25
16977,1113,68,Mat - 162109,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,21/12/2022,2014,101,97,"1,05",80010,7410,2020,52,254,"335,14",36500,57
16978,1113,68,Mat - 162109,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,21/12/2022,2014,101,97,"1,05",80325,"14402,48",2021,97,255,"335,14",36500,30
16979,1113,68,Mat - 162109,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,21/12/2022,2014,101,97,"1,05",80010,"10836,95",2022,90,254,"335,14",36500,39
16980,1128,68,Mat - 162110,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,03/02/2023,2014,101,97,"1,04",79380,"16552,19",2018,150,252,"335,14",36500,24
16981,1128,68,Mat - 162110,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,03/02/2023,2014,101,97,"1,04",79065,"14511,83",2019,145,251,"335,14",36500,32
16982,1128,68,Mat - 162110,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,03/02/2023,2014,101,97,"1,04",80010,"17111,75",2020,146,254,"335,14",36500,27
16983,1128,68,Mat - 162110,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,03/02/2023,2014,101,97,"1,04",80325,"14436,5",2021,115,255,"335,14",36500,32
16984,1128,68,Mat - 162110,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,03/02/2023,2014,101,97,"1,04",80010,"7156,4",2022,35,254,"335,14",36500,56
16985,6801,68,Mat - 162117,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,11/01/2019,02/08/2023,2014,99,97,"1,02",79380,"12949,59",2018,99,252,"335,14",36500,34
16986,6801,68,Mat - 162117,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,11/01/2019,02/08/2023,2014,99,97,"1,02",79065,"15477,69",2019,119,251,"335,14",36500,28
16987,6801,68,Mat - 162117,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,11/01/2019,02/08/2023,2014,99,97,"1,02",80010,"12482,4",2020,87,254,"335,14",36500,35
16988,6801,68,Mat - 162117,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,11/01/2019,02/08/2023,2014,99,97,"1,02",80325,"17768,51",2021,132,255,"335,14",36500,25
16989,6801,68,Mat - 162117,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,11/01/2019,02/08/2023,2014,99,97,"1,02",80010,"13364,82",2022,90,254,"335,14",36500,33
16990,1280,67,Mat - 162124,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,27/05/2021,2014,82,97,"0,85",79380,"12823,5",2018,115,252,"335,14",36500,52
16991,1280,67,Mat - 162124,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,27/05/2021,2014,82,97,"0,85",79065,3139,2019,24,251,"335,14",36500,194
16992,1280,67,Mat - 162124,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,27/05/2021,2014,82,97,"0,85",80010,0,2020,0,254,"335,14",36500,0
16993,1280,67,Mat - 162124,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,8050RTS,JCB,07/01/2019,27/05/2021,2014,82,97,"0,85",30240,0,2021,0,96,"335,14",36500,0
16994,7072,57,Mat - 162133,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20-CPY,YANMAR,28/03/2014,14/02/2023,2014,104,97,"1,07",46620,"10238,7",2018,175,252,2189,23700,34
16995,7072,57,Mat - 162133,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20-CPY,YANMAR,28/03/2014,14/02/2023,2014,104,97,"1,07",46435,"10796,24",2019,112,243,2189,23700,37
16996,7072,57,Mat - 162133,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20-CPY,YANMAR,28/03/2014,14/02/2023,2014,104,97,"1,07",46990,"10285,66",2020,101,254,2189,23700,20
16997,7072,57,Mat - 162133,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20-CPY,YANMAR,28/03/2014,14/02/2023,2014,104,97,"1,07",47175,"11350,35",2021,121,255,2189,23700,18
16998,7072,57,Mat - 162133,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20-CPY,YANMAR,28/03/2014,14/02/2023,2014,104,97,"1,07",46990,"11019,71",2022,95,254,2189,23700,22
16999,1935,59,Mat - 162139,A,DISPONIBLE,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,04/08/2014,15/02/2023,2014,104,103,"1,01",64260,"18971,99",2018,113,252,"4891,4",52500,33
17000,1935,59,Mat - 162139,A,DISPONIBLE,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,04/08/2014,15/02/2023,2014,104,103,"1,01",64005,"28443,98",2019,165,251,"4891,4",52500,23
17001,1935,59,Mat - 162139,A,DISPONIBLE,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,04/08/2014,15/02/2023,2014,104,103,"1,01",64770,"26828,25",2020,218,254,"4891,4",52500,23
17002,1935,59,Mat - 162139,A,DISPONIBLE,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,04/08/2014,15/02/2023,2014,104,103,"1,01",65025,"28409,36",2021,176,255,"4891,4",52500,22
17003,1935,59,Mat - 162139,A,DISPONIBLE,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,04/08/2014,15/02/2023,2014,104,103,"1,01",64770,"26918,47",2022,161,254,"4891,4",52500,23
17004,3114,51,Mat - 162153,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,04/04/2019,02/03/2023,2014,104,119,"0,87",36036,"8029,8",2018,152,252,178,18500,29
17005,3114,51,Mat - 162153,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,04/04/2019,02/03/2023,2014,104,119,"0,87",35893,"7552,95",2019,157,251,178,18500,28
17006,3114,51,Mat - 162153,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,04/04/2019,02/03/2023,2014,104,119,"0,87",36322,"6557,05",2020,108,254,178,18500,40
17007,3114,51,Mat - 162153,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,04/04/2019,02/03/2023,2014,104,119,"0,87",36465,"7899,45",2021,147,255,178,18500,25
17008,3114,51,Mat - 162153,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,04/04/2019,02/03/2023,2014,104,119,"0,87",36322,"5618,3",2022,108,254,178,18500,35
17009,6101,61,Mat - 162164,S,VENDU,049-0017 - NACELLE 18M SUR VL,EQP,MT182AZ,MULTITEL,14/05/2014,23/12/2022,2014,103,103,1,70560,19200,2018,261,252,"5856,4",54000,36
17010,6101,61,Mat - 162164,S,VENDU,049-0017 - NACELLE 18M SUR VL,EQP,MT182AZ,MULTITEL,14/05/2014,23/12/2022,2014,103,103,1,70280,"17606,48",2019,247,251,"5856,4",54000,37
17011,6101,61,Mat - 162164,S,VENDU,049-0017 - NACELLE 18M SUR VL,EQP,MT182AZ,MULTITEL,14/05/2014,23/12/2022,2014,103,103,1,71120,15290,2020,227,254,"5856,4",54000,43
17012,6101,61,Mat - 162164,S,VENDU,049-0017 - NACELLE 18M SUR VL,EQP,MT182AZ,MULTITEL,14/05/2014,23/12/2022,2014,103,103,1,71400,16680,2021,240,255,"5856,4",54000,42
17013,6101,61,Mat - 162164,S,VENDU,049-0017 - NACELLE 18M SUR VL,EQP,MT182AZ,MULTITEL,14/05/2014,23/12/2022,2014,103,103,1,67480,9730,2022,140,241,"5856,4",54000,53
17014,6101,61,Mat - 162172,S,VENDU,052-0042 - CHARIOT TELESC. 9M-4T,EQP,MLT845-120HS4,MANITOU,23/07/2019,20/07/2020,2014,72,116,"0,62",63000,"3603,76",2018,51,252,685,66000,488
17015,6101,61,Mat - 162172,S,VENDU,052-0042 - CHARIOT TELESC. 9M-4T,EQP,MLT845-120HS4,MANITOU,23/07/2019,20/07/2020,2014,72,116,"0,62",62750,"4634,5",2019,68,251,685,66000,283
17016,6101,61,Mat - 162172,S,VENDU,052-0042 - CHARIOT TELESC. 9M-4T,EQP,MLT845-120HS4,MANITOU,23/07/2019,20/07/2020,2014,72,116,"0,62",32500,20000,2020,0,130,685,66000,39
17017,651,61,Mat - 162179,N,PANNE COURT TERME,052-0042 - CHARIOT TELESC. 9M-4T,EQP,MLT845-120HS4,MANITOU,23/07/2019,13/02/2023,2014,101,116,"0,87",63000,"8486,4",2018,144,252,685,66000,133
17018,651,61,Mat - 162179,N,PANNE COURT TERME,052-0042 - CHARIOT TELESC. 9M-4T,EQP,MLT845-120HS4,MANITOU,23/07/2019,13/02/2023,2014,101,116,"0,87",62750,"10900,2",2019,161,251,685,66000,62
17019,651,61,Mat - 162179,N,PANNE COURT TERME,052-0042 - CHARIOT TELESC. 9M-4T,EQP,MLT845-120HS4,MANITOU,23/07/2019,13/02/2023,2014,101,116,"0,87",63500,1558,2020,22,254,685,66000,437
17020,651,61,Mat - 162179,N,PANNE COURT TERME,052-0042 - CHARIOT TELESC. 9M-4T,EQP,MLT845-120HS4,MANITOU,23/07/2019,13/02/2023,2014,101,116,"0,87",63750,"8126,5",2021,135,255,685,66000,98
17021,651,61,Mat - 162179,N,PANNE COURT TERME,052-0042 - CHARIOT TELESC. 9M-4T,EQP,MLT845-120HS4,MANITOU,23/07/2019,13/02/2023,2014,101,116,"0,87",63500,"11921,45",2022,148,254,685,66000,57
17022,914,65,Mat - 162187,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50C,YANMAR,25/03/2014,22/02/2021,2014,82,97,"0,85",79380,"18491,5",2018,160,252,"3657,45",36500,42
17023,914,65,Mat - 162187,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50C,YANMAR,25/03/2014,22/02/2021,2014,82,97,"0,85",79065,"15332,4",2019,140,234,"3657,45",36500,38
