int64_field_0,Agence_Facturation,Region_Facturation,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_Locative_Th_TR_IndM,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference,Date_Fin_Vie
3992,224,51,116577,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,10/07/2013,14/02/2023,113,119,"0,95","9374,6",2018,156,252,46620,33000,42,
3993,224,51,116577,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,10/07/2013,14/02/2023,113,119,"0,95","6757,3",2019,84,251,46435,33000,58,
3994,224,51,116577,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,10/07/2013,14/02/2023,113,119,"0,95","10777,95",2020,135,254,46990,33000,37,
3995,224,51,116577,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,10/07/2013,14/02/2023,113,119,"0,95","9376,7",2021,112,255,47175,33000,43,
3996,224,51,116577,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,10/07/2013,14/02/2023,113,119,"0,95","11536,04",2022,139,254,46990,33000,34,
3997,224,51,118141,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,28/02/2018,13/02/2023,117,112,"1,04","5174,9",2018,164,252,19152,9900,23,
3998,224,51,118141,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,28/02/2018,13/02/2023,117,112,"1,04","6102,3",2019,161,251,19076,9900,21,
3999,224,51,118141,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,28/02/2018,13/02/2023,117,112,"1,04","4755,3",2020,105,254,19304,9900,25,
4000,224,51,118141,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,28/02/2018,13/02/2023,117,112,"1,04","5856,1",2021,133,255,19380,9900,20,
4001,224,51,118141,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,28/02/2018,13/02/2023,117,112,"1,04","4342,94",2022,120,254,19304,9900,27,
4002,224,51,127714,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,01/11/2018,13/02/2023,109,90,"1,21","9556,74",2022,60,122,48800,55000,25,
4003,224,51,128270,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,27/09/2013,30/01/2023,110,119,"0,93","9196,7",2018,161,251,46620,33000,39,
4004,224,51,128270,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,27/09/2013,30/01/2023,110,119,"0,93","8069,05",2019,90,251,46435,33000,44,
4005,224,51,128270,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,27/09/2013,30/01/2023,110,119,"0,93","7205,05",2020,96,254,46990,33000,50,
4006,224,51,128270,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,27/09/2013,30/01/2023,110,119,"0,93","10288,78",2021,118,233,47175,33000,32,
4007,224,51,128270,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,27/09/2013,30/01/2023,110,119,"0,93","10575,06",2022,166,242,46990,33000,33,
4008,224,51,139993,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/09/2013,14/02/2023,111,112,"0,99",0,2019,0,7,0,9900,0,
4009,224,51,139993,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/09/2013,14/02/2023,111,112,"0,99","203,6",2021,3,6,0,9900,13,
4010,224,51,139995,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,05/11/2013,31/01/2023,109,119,"0,91","433,8",2019,7,20,0,18500,34,
4011,224,51,139995,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,05/11/2013,31/01/2023,109,119,"0,91",0,2020,1,3,0,18500,0,
4012,224,51,139998,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,09/10/2018,02/10/2023,110,97,"1,14",0,2021,0,1,0,23700,0,
4013,224,51,139998,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,09/10/2018,02/10/2023,110,97,"1,14",0,2022,0,2,0,23700,0,
4014,224,51,140000,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,09/10/2018,13/02/2023,110,97,"1,14","523,5",2022,10,14,0,23700,28,
4015,224,51,140018,U,RETOUR PLANIFIE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,09/10/2018,02/09/2023,110,90,"1,22",488,2022,4,7,0,55000,37,
4016,224,51,140032,U,RETOUR PLANIFIE,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440,MANITOU,03/09/2013,02/10/2023,111,111,1,0,2021,0,3,0,55000,0,
4017,224,51,140034,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0017 - NACELLE 18M SUR VL,EQP,179T,GSR,03/12/2013,15/02/2023,108,103,"1,05","268,8",2018,1,2,0,54000,17,
4018,224,51,140035,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,10/12/2013,02/10/2023,108,116,"0,93","2467,15",2022,63,98,0,37000,73,
4019,224,51,140051,A,DISPONIBLE,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,03/10/2013,13/02/2023,110,97,"1,13",83,2020,1,5,0,18300,48,
4020,224,51,140051,A,DISPONIBLE,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,03/10/2013,13/02/2023,110,97,"1,13",0,2022,0,2,0,18300,0,
4021,224,51,140208,O,EN LOCATION,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,SJIII4632,SKYJACK,10/09/2013,14/02/2023,111,112,"0,99",350,2018,5,10,0,16000,20,
4022,224,51,140208,O,EN LOCATION,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,SJIII4632,SKYJACK,10/09/2013,14/02/2023,111,112,"0,99",370,2021,6,9,0,16000,17,
4023,224,51,146354,U,RETOUR PLANIFIE,052-0039 - CHARIOT TELESC.>= 17M,EQP,P40.17,MERLO,11/03/2019,02/03/2023,108,111,"0,97",106,2021,1,2,0,61000,47,
4024,224,51,1476,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,Z-45/25RTJ,GENIE,15/03/2011,02/09/2023,149,117,"1,27",0,2020,0,7,0,38000,0,
4025,224,51,148224,U,RETOUR PLANIFIE,057-0007 - MINIPELLE 5T À 6T,EQP,ECR48C,VOLVO,31/01/2019,13/02/2023,106,97,"1,09",750,2019,7,9,0,36500,20,
4026,224,51,148224,U,RETOUR PLANIFIE,057-0007 - MINIPELLE 5T À 6T,EQP,ECR48C,VOLVO,31/01/2019,13/02/2023,106,97,"1,09",0,2022,0,1,0,36500,0,
4027,224,51,148225,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0007 - MINIPELLE 5T À 6T,EQP,ECR48C,VOLVO,31/01/2019,14/02/2023,106,97,"1,09",0,2019,0,10,0,36500,0,
4028,224,51,148524,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,2503-CPY,NEUSON,27/01/2014,02/10/2023,106,97,"1,09","10519,77",2018,93,252,46620,23700,27,
4029,224,51,148524,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,2503-CPY,NEUSON,27/01/2014,02/10/2023,106,97,"1,09","9554,51",2019,104,251,46435,23700,30,
4030,224,51,148524,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,2503-CPY,NEUSON,27/01/2014,02/10/2023,106,97,"1,09","7676,74",2020,83,254,46990,23700,37,
4031,224,51,148524,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,2503-CPY,NEUSON,27/01/2014,02/10/2023,106,97,"1,09","10850,52",2021,123,255,47175,23700,26,
4032,224,51,148524,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,2503-CPY,NEUSON,27/01/2014,02/10/2023,106,97,"1,09","11484,74",2022,123,254,46990,23700,25,
4033,224,51,158762,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,01/07/2019,19/12/2022,99,90,"1,1","27705,43",2018,179,252,100800,55000,23,24/11/2022
4034,224,51,158762,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,01/07/2019,19/12/2022,99,90,"1,1","16864,55",2019,105,251,100400,55000,38,24/11/2022
4035,224,51,158762,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,01/07/2019,19/12/2022,99,90,"1,1","15091,34",2020,90,254,101600,55000,43,24/11/2022
4036,224,51,158762,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,01/07/2019,19/12/2022,99,90,"1,1","17192,37",2021,126,255,102000,55000,38,24/11/2022
4037,224,51,158762,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,01/07/2019,19/12/2022,99,90,"1,1","6419,86",2022,39,225,90800,55000,90,24/11/2022
4038,224,51,158778,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,8025ZTS,JCB,01/08/2019,27/01/2023,100,97,"1,03","10342,25",2018,116,252,46620,23700,27,
4039,224,51,158778,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,8025ZTS,JCB,01/08/2019,27/01/2023,100,97,"1,03","8732,55",2019,88,251,46435,23700,32,
4040,224,51,158778,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,8025ZTS,JCB,01/08/2019,27/01/2023,100,97,"1,03","11026,6",2020,122,254,46990,23700,26,
4041,224,51,158778,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,8025ZTS,JCB,01/08/2019,27/01/2023,100,97,"1,03","11790,51",2021,131,255,47175,23700,24,
4042,224,51,158778,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,8025ZTS,JCB,01/08/2019,27/01/2023,100,97,"1,03","9606,1",2022,107,254,46990,23700,30,
4043,224,51,158900,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,10/02/2014,31/01/2023,106,116,"0,91","10824,02",2018,146,248,40572,37000,41,
4044,224,51,158900,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,10/02/2014,31/01/2023,106,116,"0,91","10066,4",2019,209,251,40411,37000,38,
4045,224,51,158900,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,10/02/2014,31/01/2023,106,116,"0,91",8010,2020,178,254,40894,37000,49,
4046,224,51,158900,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,10/02/2014,31/01/2023,106,116,"0,91","10868,08",2021,286,255,41055,37000,36,
4047,224,51,158900,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,10/02/2014,31/01/2023,106,116,"0,91","14715,95",2022,240,254,40894,37000,38,
4048,224,51,158902,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,10/02/2014,13/02/2023,106,116,"0,91",833,2018,9,14,0,37000,27,
4049,224,51,158902,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,10/02/2014,13/02/2023,106,116,"0,91",0,2019,0,5,0,37000,0,
4050,224,51,158902,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,10/02/2014,13/02/2023,106,116,"0,91",0,2020,0,15,0,37000,0,
4051,224,51,165262,A,DISPONIBLE,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,06/03/2014,25/01/2023,105,119,"0,88",610,2021,10,13,0,33000,32,
4052,224,51,165828,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,03/03/2014,02/08/2023,105,111,"0,95",0,2021,0,1,0,52000,0,
4053,224,51,167820,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,STAR10,HAULOTTE,31/03/2014,02/10/2023,104,119,"0,87",107,2020,3,6,0,18500,36,
4054,224,51,167826,O,EN LOCATION,049-0039 - NACELLE 15M ELECTRIQUE,EQP,HA15IP,HAULOTTE,21/05/2014,02/10/2023,102,119,"0,86",450,2019,6,5,0,33000,16,
4055,224,51,167826,O,EN LOCATION,049-0039 - NACELLE 15M ELECTRIQUE,EQP,HA15IP,HAULOTTE,21/05/2014,02/10/2023,102,119,"0,86",320,2020,5,10,0,33000,44,
4056,224,51,167826,O,EN LOCATION,049-0039 - NACELLE 15M ELECTRIQUE,EQP,HA15IP,HAULOTTE,21/05/2014,02/10/2023,102,119,"0,86",1145,2022,15,28,0,33000,34,
4057,224,51,170277,A,DISPONIBLE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,78SEC,MANITOU,30/06/2014,15/02/2023,101,112,"0,9","3796,3",2018,119,252,19152,9900,31,
4058,224,51,170277,A,DISPONIBLE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,78SEC,MANITOU,30/06/2014,15/02/2023,101,112,"0,9","4427,75",2019,122,251,19076,9900,27,
4059,224,51,170277,A,DISPONIBLE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,78SEC,MANITOU,30/06/2014,15/02/2023,101,112,"0,9","2274,8",2020,41,254,19304,9900,52,
4060,224,51,170277,A,DISPONIBLE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,78SEC,MANITOU,30/06/2014,15/02/2023,101,112,"0,9","4895,7",2021,109,255,19380,9900,24,
4061,224,51,170277,A,DISPONIBLE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,78SEC,MANITOU,30/06/2014,15/02/2023,101,112,"0,9","4162,61",2022,127,254,19304,9900,29,
4062,224,51,174274,O,EN LOCATION,057-0017 - MINIPELLE SUR PNEUS 5T,EQP,6503,WACKER NEU,14/05/2014,31/01/2023,103,97,"1,06","6408,5",2019,32,45,13500,54500,16,
4063,224,51,174274,O,EN LOCATION,057-0017 - MINIPELLE SUR PNEUS 5T,EQP,6503,WACKER NEU,14/05/2014,31/01/2023,103,97,"1,06","12670,77",2020,68,252,76200,54500,45,
4064,224,51,174274,O,EN LOCATION,057-0017 - MINIPELLE SUR PNEUS 5T,EQP,6503,WACKER NEU,14/05/2014,31/01/2023,103,97,"1,06","15059,64",2021,92,255,76500,54500,38,
4065,224,51,174274,O,EN LOCATION,057-0017 - MINIPELLE SUR PNEUS 5T,EQP,6503,WACKER NEU,14/05/2014,31/01/2023,103,97,"1,06","12039,91",2022,62,211,76200,54500,39,
4066,224,51,175313,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,28/04/2014,01/11/2023,103,83,"1,24","262,04",2018,63,252,1764,1500,66,
4067,224,51,175313,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,28/04/2014,01/11/2023,103,83,"1,24",0,2019,236,251,1757,1500,0,
4068,224,51,175313,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,28/04/2014,01/11/2023,103,83,"1,24",0,2020,182,254,1778,1500,0,
4069,224,51,175313,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,28/04/2014,01/11/2023,103,83,"1,24",27,2021,271,255,1785,1500,650,
4070,224,51,175313,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,28/04/2014,01/11/2023,103,83,"1,24","96,39",2022,68,225,1778,1500,161,
4071,224,51,181102,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,26/06/2014,19/10/2022,101,83,"1,22",0,2018,0,19,0,2300,0,
4072,224,51,181103,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,26/06/2014,19/10/2022,101,83,"1,22",0,2018,0,19,0,2300,0,
4073,224,51,181177,O,EN LOCATION,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,19/06/2014,31/01/2023,101,83,"1,22",0,2020,4,22,0,2300,0,
4074,224,51,185023,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,22/09/2014,15/11/2022,98,83,"1,18","155,8",2019,57,84,0,2300,31,
4075,224,51,208130,A,DISPONIBLE,052-0039 - CHARIOT TELESC.>= 17M,EQP,HTL4017,HAULOTTE,14/03/2018,24/01/2023,99,111,"0,9",1595,2018,22,20,0,61000,32,
4076,224,51,209164,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CBA2000,MANITOU,03/08/2015,13/10/2022,88,83,"1,06",0,2018,0,35,0,2300,0,
4077,224,51,210308,O,EN LOCATION,049-0079 - PLATEFORME 12M AUTOM. DIESEL,EQP,COMPACT12DX,HAULOTTE,28/02/2022,31/01/2023,89,112,"0,8","7752,1",2022,106,204,35524,36000,205,
4078,224,51,210745,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/HTL4017,HAULOTTE,21/08/2014,08/01/2022,99,83,"1,2",0,2018,22,22,0,1500,0,
4079,224,51,211703,J,FERRAILLE,052-0010 - PINCE A BALLE 1T / 1.2T,ACC,A2407,MERLO,28/08/2015,29/06/2020,57,83,"0,69",0,2018,0,164,2624,2000,0,01/04/2020
4080,224,51,211904,O,EN LOCATION,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000L,JCB,28/07/2015,31/01/2023,88,83,"1,06","147,77",2022,66,185,4850,2300,116,
4081,224,51,213011,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000L,JCB,04/08/2015,19/06/2020,88,83,"1,06",0,2018,0,35,0,2300,0,
4082,224,51,214124,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CBA2000,MANITOU,11/09/2015,28/07/2022,87,83,"1,04","151,43",2020,54,68,0,2300,26,
4083,224,51,214126,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CBA2000,MANITOU,11/09/2015,18/11/2022,87,83,"1,04",0,2020,0,80,1100,2300,0,
4084,224,51,214126,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CBA2000,MANITOU,11/09/2015,18/11/2022,87,83,"1,04",232,2021,77,365,9125,2300,99,
4085,224,51,214126,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CBA2000,MANITOU,11/09/2015,18/11/2022,87,83,"1,04","156,8",2022,67,364,9125,2300,146,
4086,224,51,214128,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CBA2000,MANITOU,01/10/2015,11/03/2022,86,83,"1,04","128,57",2021,46,148,1300,2300,64,
4087,224,51,214128,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CBA2000,MANITOU,01/10/2015,11/03/2022,86,83,"1,04",0,2022,0,170,4275,2300,0,
4088,224,51,214130,O,EN LOCATION,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CBA2000,MANITOU,11/09/2015,31/01/2023,87,83,"1,04","136,67",2019,50,177,0,2300,46,
4089,224,51,214367,U,RETOUR PLANIFIE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000L,JCB,13/08/2015,13/02/2023,88,83,"1,06","201,7",2018,37,365,9125,2300,128,
4090,224,51,214367,U,RETOUR PLANIFIE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000L,JCB,13/08/2015,13/02/2023,88,83,"1,06","266,66",2019,84,365,9125,2300,97,
4091,224,51,214367,U,RETOUR PLANIFIE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000L,JCB,13/08/2015,13/02/2023,88,83,"1,06","287,99",2020,108,366,9150,2300,90,
4092,224,51,214367,U,RETOUR PLANIFIE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000L,JCB,13/08/2015,13/02/2023,88,83,"1,06","321,52",2021,122,365,9125,2300,80,
4093,224,51,214367,U,RETOUR PLANIFIE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000L,JCB,13/08/2015,13/02/2023,88,83,"1,06","98,6",2022,35,270,9125,2300,194,
4094,224,51,214368,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000L,JCB,13/08/2015,24/11/2022,88,83,"1,06","78,78",2018,13,185,4725,2300,161,
4095,224,51,214369,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000L,JCB,13/08/2015,21/09/2022,88,83,"1,06","199,43",2020,72,147,0,2300,40,
4096,224,51,216869,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CBA2000,MANITOU,28/10/2015,02/02/2023,85,83,"1,03","176,3",2018,42,109,0,2300,34,
4097,224,51,216932,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,STAR10-1,HAULOTTE,14/03/2018,31/01/2023,104,119,"0,87",7160,2018,135,250,36036,18500,28,
4098,224,51,216932,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,STAR10-1,HAULOTTE,14/03/2018,31/01/2023,104,119,"0,87","9794,45",2019,149,248,35893,18500,20,
4099,224,51,216932,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,STAR10-1,HAULOTTE,14/03/2018,31/01/2023,104,119,"0,87","6580,05",2020,117,253,36322,18500,31,
4100,224,51,216932,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,STAR10-1,HAULOTTE,14/03/2018,31/01/2023,104,119,"0,87","8654,3",2021,146,253,36465,18500,23,
4101,224,51,216932,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,STAR10-1,HAULOTTE,14/03/2018,31/01/2023,104,119,"0,87","5607,49",2022,122,238,36322,18500,34,
4102,224,51,219669,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,30/05/2016,16/09/2022,89,83,"1,07",0,2022,0,6,0,2300,0,
4103,224,51,219675,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,30/05/2016,11/08/2022,89,83,"1,07",0,2020,0,8,0,2300,0,
4104,224,51,226134,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,STAR10,HAULOTTE,22/08/2022,15/02/2023,82,119,"0,69","1016,32",2022,54,24,0,18500,176,
4105,224,51,228944,O,EN LOCATION,052-0032 - CHARIOT TELESC. 9M,EQP,535-95,JCB,31/08/2021,15/02/2023,81,116,"0,7",0,2021,0,87,19140,46000,0,
4106,224,51,228944,O,EN LOCATION,052-0032 - CHARIOT TELESC. 9M,EQP,535-95,JCB,31/08/2021,15/02/2023,81,116,"0,7",0,2022,0,254,55880,46000,0,
4107,224,51,228945,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,980/A5063,JCB,04/03/2016,31/01/2023,81,83,"0,97","240,24",2018,83,252,1764,1500,60,
4108,224,51,228945,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,980/A5063,JCB,04/03/2016,31/01/2023,81,83,"0,97","307,14",2019,89,116,1757,1500,21,
4109,224,51,228945,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,980/A5063,JCB,04/03/2016,31/01/2023,81,83,"0,97","227,54",2020,102,254,1778,1500,64,
4110,224,51,228945,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,980/A5063,JCB,04/03/2016,31/01/2023,81,83,"0,97","156,59",2021,179,255,1785,1500,93,
4111,224,51,228945,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,980/A5063,JCB,04/03/2016,31/01/2023,81,83,"0,97",162,2022,55,114,1778,1500,40,
4112,224,51,235118,S,VENDU,052-0009 - FOURCHES A BALLE POUR CHARIOT,ACC,PBIF4,MAGSI,09/05/2016,30/03/2020,46,83,"0,55",0,2018,0,1,156,1300,0,08/10/2019
4113,224,51,235413,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,450AJ,JLG,13/05/2016,13/02/2023,79,117,"0,67",609,2018,7,8,0,38000,23,
4114,224,51,236232,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CEREAL.2500L,MERLO,30/06/2016,20/04/2022,77,83,"0,93",0,2018,0,164,4100,2300,0,
4115,224,51,237196,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CEREAL.2500L,MERLO,29/06/2016,31/12/2021,77,83,"0,93",0,2018,0,36,0,2300,0,
4116,224,51,246093,N,PANNE COURT TERME,049-0113 - NACELLE 5M MAT VERTICAL ELECT.,EQP,NANO SP,POWERTOWER,29/11/2016,06/08/2022,72,112,"0,64","2622,11",2018,129,252,22176,7500,29,
4117,224,51,246093,N,PANNE COURT TERME,049-0113 - NACELLE 5M MAT VERTICAL ELECT.,EQP,NANO SP,POWERTOWER,29/11/2016,06/08/2022,72,112,"0,64","1929,15",2019,59,243,22088,7500,38,
4118,224,51,246093,N,PANNE COURT TERME,049-0113 - NACELLE 5M MAT VERTICAL ELECT.,EQP,NANO SP,POWERTOWER,29/11/2016,06/08/2022,72,112,"0,64",175,2020,5,254,22352,7500,436,
4119,224,51,246093,N,PANNE COURT TERME,049-0113 - NACELLE 5M MAT VERTICAL ELECT.,EQP,NANO SP,POWERTOWER,29/11/2016,06/08/2022,72,112,"0,64","501,5",2021,11,255,22440,7500,153,
4120,224,51,246093,N,PANNE COURT TERME,049-0113 - NACELLE 5M MAT VERTICAL ELECT.,EQP,NANO SP,POWERTOWER,29/11/2016,06/08/2022,72,112,"0,64",155,2022,3,42,22352,7500,81,
