int64_field_0,Agence_Facturation,Region_Facturation,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_Locative_Th_TR_IndM,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference,Date_Fin_Vie
16596,353,53,362831,O,EN LOCATION,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,SJIII4626,SKYJACK,14/12/2018,31/01/2023,48,112,"0,42",0,2018,0,11,1056,12700,0,
16597,353,53,362831,O,EN LOCATION,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,SJIII4626,SKYJACK,14/12/2018,31/01/2023,48,112,"0,42","3328,3",2019,73,251,24096,12700,52,
16598,353,53,362831,O,EN LOCATION,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,SJIII4626,SKYJACK,14/12/2018,31/01/2023,48,112,"0,42","2174,2",2020,47,192,20160,12700,61,
16599,353,53,363000,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,20/12/2018,31/01/2023,47,97,"0,49",0,2018,0,7,2205,36500,0,
16600,353,53,363000,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,20/12/2018,31/01/2023,47,97,"0,49",9448,2019,79,251,79065,36500,56,
16601,353,53,363000,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,20/12/2018,31/01/2023,47,97,"0,49","11852,57",2020,158,254,80010,36500,45,
16602,353,53,363000,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,20/12/2018,31/01/2023,47,97,"0,49","10470,52",2021,74,255,80325,36500,52,
16603,353,53,363000,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,20/12/2018,31/01/2023,47,97,"0,49","10208,98",2022,86,254,80010,36500,53,
16604,353,53,363582,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,169TR-IVECO-E6,GSR,18/01/2019,13/02/2023,53,103,"0,52","7576,08",2019,93,236,60945,52500,87,
16605,353,53,363582,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,169TR-IVECO-E6,GSR,18/01/2019,13/02/2023,53,103,"0,52","12658,33",2020,109,251,64770,52500,56,
16606,353,53,363582,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,169TR-IVECO-E6,GSR,18/01/2019,13/02/2023,53,103,"0,52","12084,23",2021,86,248,65025,52500,58,
16607,353,53,363582,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,169TR-IVECO-E6,GSR,18/01/2019,13/02/2023,53,103,"0,52","15391,29",2022,108,254,64770,52500,46,
16608,353,53,364974,O,EN LOCATION,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,120AETJ,MANITOU,14/12/2018,14/02/2023,48,119,"0,4",0,2018,0,11,1595,29000,0,
16609,353,53,364974,O,EN LOCATION,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,120AETJ,MANITOU,14/12/2018,14/02/2023,48,119,"0,4","8083,15",2019,130,251,36395,29000,50,
16610,353,53,364974,O,EN LOCATION,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,120AETJ,MANITOU,14/12/2018,14/02/2023,48,119,"0,4","6819,08",2020,223,252,36830,29000,60,
16611,353,53,364974,O,EN LOCATION,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,120AETJ,MANITOU,14/12/2018,14/02/2023,48,119,"0,4","4096,85",2021,50,255,36975,29000,100,
16612,353,53,364974,O,EN LOCATION,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,120AETJ,MANITOU,14/12/2018,14/02/2023,48,119,"0,4","6356,27",2022,67,253,36830,29000,64,
16613,353,53,371528,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,21/02/2019,31/01/2023,45,97,"0,47","7412,5",2019,111,215,39775,23700,27,
16614,353,53,371528,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,21/02/2019,31/01/2023,45,97,"0,47",7038,2020,307,254,46990,23700,57,
16615,353,53,371528,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,21/02/2019,31/01/2023,45,97,"0,47",8320,2021,360,255,47175,23700,49,
16616,353,53,371528,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,21/02/2019,31/01/2023,45,97,"0,47",8520,2022,360,254,46990,23700,47,
16617,353,53,373987,O,EN LOCATION,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440,MANITOU,21/02/2019,02/09/2023,45,111,"0,41","1254,1",2020,17,34,0,55000,85,
16618,353,53,373987,O,EN LOCATION,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440,MANITOU,21/02/2019,02/09/2023,45,111,"0,41",1098,2021,9,18,0,55000,51,
16619,353,53,373992,N,PANNE COURT TERME,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440,MANITOU,22/02/2019,02/03/2023,45,111,"0,41","12705,87",2019,204,214,53500,55000,55,
16620,353,53,373992,N,PANNE COURT TERME,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440,MANITOU,22/02/2019,02/03/2023,45,111,"0,41","12186,39",2020,153,254,63500,55000,68,
16621,353,53,373992,N,PANNE COURT TERME,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440,MANITOU,22/02/2019,02/03/2023,45,111,"0,41","13988,9",2021,162,255,63750,55000,59,
16622,353,53,373992,N,PANNE COURT TERME,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440,MANITOU,22/02/2019,02/03/2023,45,111,"0,41","11958,79",2022,90,245,63500,55000,67,
16623,353,53,374575,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,85Z,JCB,20/02/2019,01/12/2023,45,90,"0,5",840,2021,6,8,0,55000,29,
16624,353,53,374576,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,85Z,JCB,28/01/2019,23/01/2023,46,90,"0,51",8835,2019,71,233,93200,55000,73,
16625,353,53,374576,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,85Z,JCB,28/01/2019,23/01/2023,46,90,"0,51","11032,45",2020,65,205,84000,55000,52,
16626,353,53,375749,U,RETOUR PLANIFIE,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,COMPACT12,HAULOTTE,11/02/2019,02/03/2023,46,112,"0,41","1929,35",2019,34,223,23415,16000,101,
16627,353,53,375749,U,RETOUR PLANIFIE,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,COMPACT12,HAULOTTE,11/02/2019,02/03/2023,46,112,"0,41",4422,2020,86,200,26670,16000,39,
16628,353,53,375749,U,RETOUR PLANIFIE,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,COMPACT12,HAULOTTE,11/02/2019,02/03/2023,46,112,"0,41",2447,2021,51,234,26775,16000,83,
16629,353,53,375749,U,RETOUR PLANIFIE,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,COMPACT12,HAULOTTE,11/02/2019,02/03/2023,46,112,"0,41","3187,82",2022,45,254,26670,16000,70,
16630,353,53,375867,N,PANNE COURT TERME,049-0016 - NACELLE 16M SUR VL,EQP,160ALU/DS,MULTITEL,05/03/2019,22/12/2022,45,103,"0,44",0,2022,0,1,0,52500,0,
16631,353,53,376042,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,08/02/2019,31/01/2023,46,112,"0,41","2819,85",2019,65,224,17024,9900,28,
16632,353,53,376042,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,08/02/2019,31/01/2023,46,112,"0,41","3310,45",2020,70,254,19304,9900,27,
16633,353,53,376042,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,08/02/2019,31/01/2023,46,112,"0,41","1329,8",2021,28,139,19380,9900,37,
16634,353,53,376042,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,08/02/2019,31/01/2023,46,112,"0,41",0,2022,0,0,19304,9900,0,
16635,353,53,376190,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,ECR50D,VOLVO,28/03/2019,02/10/2023,44,97,"0,45",570,2022,5,25,0,36500,81,
16636,353,53,376309,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,GS2032,GENIE,22/03/2019,02/07/2023,44,112,"0,4","1234,15",2019,26,194,14744,9900,94,
16637,353,53,376309,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,GS2032,GENIE,22/03/2019,02/07/2023,44,112,"0,4","3431,53",2020,84,254,19304,9900,44,
16638,353,53,376309,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,GS2032,GENIE,22/03/2019,02/07/2023,44,112,"0,4","1923,5",2021,57,235,19380,9900,73,
16639,353,53,376309,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,GS2032,GENIE,22/03/2019,02/07/2023,44,112,"0,4","3246,86",2022,78,254,19304,9900,47,
16640,353,53,376874,A,DISPONIBLE,057-0001 - MINIPELLE <1T,EQP,SV08,YANMAR,25/04/2019,30/01/2023,43,92,"0,47",252,2021,3,9,0,13500,28,
16641,353,53,378160,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,450AJ,JLG,05/03/2019,13/02/2023,45,117,"0,38","11748,9",2019,124,207,51750,38000,40,
16642,353,53,378160,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,450AJ,JLG,05/03/2019,13/02/2023,45,117,"0,38","12024,8",2020,130,253,63500,38000,48,
16643,353,53,378160,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,450AJ,JLG,05/03/2019,13/02/2023,45,117,"0,38","10860,6",2021,125,255,63750,38000,54,
16644,353,53,378160,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,450AJ,JLG,05/03/2019,13/02/2023,45,117,"0,38","7267,88",2022,118,254,63500,38000,80,
16645,353,53,379372,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,100VJR,MANITOU,05/03/2019,15/02/2023,45,119,"0,38","4455,68",2019,86,207,29601,18500,48,
16646,353,53,379372,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,100VJR,MANITOU,05/03/2019,15/02/2023,45,119,"0,38",5460,2020,119,254,36322,18500,48,
16647,353,53,379372,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,100VJR,MANITOU,05/03/2019,15/02/2023,45,119,"0,38","4557,7",2021,73,250,36465,18500,57,
16648,353,53,379372,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,100VJR,MANITOU,05/03/2019,15/02/2023,45,119,"0,38","5553,69",2022,81,219,36322,18500,41,
16649,353,53,379979,U,RETOUR PLANIFIE,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,COMPACT10,HAULOTTE,22/02/2019,02/03/2023,45,112,"0,4","2126,8",2019,48,214,20544,12700,77,
16650,353,53,379979,U,RETOUR PLANIFIE,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,COMPACT10,HAULOTTE,22/02/2019,02/03/2023,45,112,"0,4","2243,9",2020,47,254,24384,12700,87,
16651,353,53,379979,U,RETOUR PLANIFIE,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,COMPACT10,HAULOTTE,22/02/2019,02/03/2023,45,112,"0,4","2777,7",2021,59,255,24480,12700,71,
16652,353,53,379979,U,RETOUR PLANIFIE,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,COMPACT10,HAULOTTE,22/02/2019,02/03/2023,45,112,"0,4","2701,25",2022,50,254,24384,12700,72,
16653,353,53,380036,O,EN LOCATION,052-0039 - CHARIOT TELESC.>= 17M,EQP,540-180,JCB,21/02/2019,15/02/2023,45,111,"0,41",160,2019,1,2,0,61000,39,
16654,353,53,380112,A,DISPONIBLE,052-0039 - CHARIOT TELESC.>= 17M,EQP,540-180,JCB,07/02/2019,02/10/2023,46,111,"0,41",10600,2019,98,154,63000,61000,46,
16655,353,53,380112,A,DISPONIBLE,052-0039 - CHARIOT TELESC.>= 17M,EQP,540-180,JCB,07/02/2019,02/10/2023,46,111,"0,41","18130,5",2020,135,254,71120,61000,44,
16656,353,53,380112,A,DISPONIBLE,052-0039 - CHARIOT TELESC.>= 17M,EQP,540-180,JCB,07/02/2019,02/10/2023,46,111,"0,41","13520,71",2021,117,255,71400,61000,60,
16657,353,53,380112,A,DISPONIBLE,052-0039 - CHARIOT TELESC.>= 17M,EQP,540-180,JCB,07/02/2019,02/10/2023,46,111,"0,41","12062,06",2022,94,220,71120,61000,58,
16658,353,53,380583,U,RETOUR PLANIFIE,049-0005 - NACELLE 6M A MAT VERTICAL ELEC.,EQP,SJ16,SKYJACK,22/02/2019,31/01/2023,45,119,"0,38","1145,25",2019,24,214,23540,8500,90,
16659,353,53,380583,U,RETOUR PLANIFIE,049-0005 - NACELLE 6M A MAT VERTICAL ELEC.,EQP,SJ16,SKYJACK,22/02/2019,31/01/2023,45,119,"0,38","1151,1",2020,18,254,27940,8500,107,
16660,353,53,380583,U,RETOUR PLANIFIE,049-0005 - NACELLE 6M A MAT VERTICAL ELEC.,EQP,SJ16,SKYJACK,22/02/2019,31/01/2023,45,119,"0,38","2226,53",2021,45,255,28050,8500,55,
16661,353,53,380583,U,RETOUR PLANIFIE,049-0005 - NACELLE 6M A MAT VERTICAL ELEC.,EQP,SJ16,SKYJACK,22/02/2019,31/01/2023,45,119,"0,38","1492,05",2022,27,219,27940,8500,71,
16662,353,53,43404259,S,VENDU,052-0037 - CHARIOT TELESC. 14M,EQP,MT1436R,MANITOU,04/03/2008,19/07/2019,135,111,"1,22",1834,2018,20,8,0,55000,29,27/05/2019
16663,353,53,43404259,S,VENDU,052-0037 - CHARIOT TELESC. 14M,EQP,MT1436R,MANITOU,04/03/2008,19/07/2019,135,111,"1,22","7015,05",2019,63,72,0,55000,67,27/05/2019
16664,353,53,43404392,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,01/07/2008,27/01/2023,173,83,"2,08",120,2019,48,51,7,1500,19,
16665,353,53,43404392,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,01/07/2008,27/01/2023,173,83,"2,08","54,34",2020,13,136,1778,1500,113,
16666,353,53,43404392,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,01/07/2008,27/01/2023,173,83,"2,08","460,92",2021,132,248,1785,1500,24,
16667,353,53,43404392,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,01/07/2008,27/01/2023,173,83,"2,08","347,48",2022,73,220,1778,1500,29,
16668,353,53,43440005,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBC900,MANITOU,11/05/2009,31/01/2023,221,83,"2,66","99,4",2018,20,8,0,1500,4,
16669,353,53,43440005,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBC900,MANITOU,11/05/2009,31/01/2023,221,83,"2,66","313,11",2019,63,72,0,1500,12,
16670,353,53,435596,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,07/04/2020,31/01/2023,41,97,"0,42",5194,2020,209,186,34410,23700,68,
16671,353,53,435596,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,07/04/2020,31/01/2023,41,97,"0,42",7630,2021,330,255,47175,23700,68,
16672,353,53,435596,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,07/04/2020,31/01/2023,41,97,"0,42",8520,2022,360,254,46990,23700,63,
16673,353,53,435597,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,07/04/2020,18/01/2023,41,97,"0,42","8317,6",2020,95,186,34410,23700,35,
16674,353,53,435597,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,07/04/2020,18/01/2023,41,97,"0,42","9486,11",2021,188,255,47175,23700,63,
16675,353,53,435597,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,07/04/2020,18/01/2023,41,97,"0,42","8217,23",2022,149,254,46990,23700,65,
16676,353,53,440481,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L 980/A5063,JCB,16/10/2019,02/01/2023,38,83,"0,45",0,2019,0,52,364,1500,0,
16677,353,53,440481,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L 980/A5063,JCB,16/10/2019,02/01/2023,38,83,"0,45","175,36",2020,76,254,1778,1500,150,
16678,353,53,440481,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L 980/A5063,JCB,16/10/2019,02/01/2023,38,83,"0,45","526,61",2021,124,239,1785,1500,47,
16679,353,53,440481,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L 980/A5063,JCB,16/10/2019,02/01/2023,38,83,"0,45","320,17",2022,67,254,1778,1500,82,
16680,353,53,467842,R,ZONE RETOUR CTRL OBLIGATOIRES,057-5004 - MINIPELLE 2.3T A 2.8T ST5,EQP,E26 CABINE-ST5,BOBCAT,27/04/2021,02/09/2023,19,97,"0,2","6444,83",2021,79,175,41475,24495,96,
16681,353,53,467842,R,ZONE RETOUR CTRL OBLIGATOIRES,057-5004 - MINIPELLE 2.3T A 2.8T ST5,EQP,E26 CABINE-ST5,BOBCAT,27/04/2021,02/09/2023,19,97,"0,2","8486,7",2022,113,253,60198,24495,87,
16682,353,53,470157,O,EN LOCATION,049-7016 - NACELLE 16M SUR VL HYBRIDE,EQP,160HYBRID/IVECO,MULTITEL,29/06/2021,31/01/2023,17,103,"0,17",1433,2021,10,15,0,57525,68,
16683,353,53,470157,O,EN LOCATION,049-7016 - NACELLE 16M SUR VL HYBRIDE,EQP,160HYBRID/IVECO,MULTITEL,29/06/2021,31/01/2023,17,103,"0,17",162,2022,1,1,0,57525,40,
16684,353,53,471477,O,EN LOCATION,052-5032 - CHARIOT TELESCOPIQUE 9M ST5,EQP,MT 933 EASY,MANITOU,16/08/2021,31/01/2023,16,116,"0,13","4872,7",2021,62,98,24010,48185,161,
16685,353,53,471477,O,EN LOCATION,052-5032 - CHARIOT TELESCOPIQUE 9M ST5,EQP,MT 933 EASY,MANITOU,16/08/2021,31/01/2023,16,116,"0,13","13266,76",2022,148,254,62230,48185,153,
16686,353,53,471478,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,17/08/2021,31/01/2023,15,83,"0,19","13,28",2021,34,97,679,1500,1816,
16687,353,53,471478,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,17/08/2021,31/01/2023,15,83,"0,19","46,9",2022,9,254,1778,1500,1346,
16688,353,53,490499,O,EN LOCATION,049-7016 - NACELLE 16M SUR VL HYBRIDE,EQP,160HYBRID/IVECO,MULTITEL,22/09/2021,16/01/2023,14,103,"0,14",324,2022,2,4,0,57525,91,
16689,353,53,490501,O,EN LOCATION,049-7016 - NACELLE 16M SUR VL HYBRIDE,EQP,160HYBRID/IVECO,MULTITEL,02/09/2021,31/01/2023,15,103,"0,15",162,2022,1,3,0,57525,144,
16690,353,53,49411911,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16PX,HAULOTTE,26/07/2010,17/07/2019,106,117,"0,91",111,2019,1,8,0,38000,370,15/04/2019
16691,353,53,49412225,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,29/11/2011,02/10/2023,132,117,"1,13",0,2019,0,3,0,38000,0,
16692,353,53,52250369,S,VENDU,"052-0025 - CHARIOT FRONTAL 5.4M-2,5T DIESEL",EQP,M26-4,MANITOU,10/02/2004,09/10/2020,199,139,"1,43",0,2019,0,83,128,38000,0,28/08/2020
16693,353,53,52250369,S,VENDU,"052-0025 - CHARIOT FRONTAL 5.4M-2,5T DIESEL",EQP,M26-4,MANITOU,10/02/2004,09/10/2020,199,139,"1,43",0,2020,0,166,21248,38000,0,28/08/2020
16694,353,53,52900695,N,PANNE COURT TERME,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,07/02/2000,01/10/2023,274,83,"3,3","2,55",2020,2,34,0,1500,532,
16695,353,53,52900695,N,PANNE COURT TERME,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,07/02/2000,01/10/2023,274,83,"3,3",10,2021,2,38,0,1500,152,
16696,353,53,52902164,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,28/02/2007,02/03/2023,189,83,"2,28","298,9",2019,70,71,0,1500,13,
16697,353,53,52902164,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,28/02/2007,02/03/2023,189,83,"2,28","56,52",2022,10,21,0,1500,20,
16698,353,53,532007,O,EN LOCATION,057-5002 - MINIPELLE 1.5T ST5,EQP,ET16,NEUSON,09/05/2022,02/08/2023,7,97,"0,07",100,2022,2,1,0,18225,51,
16699,353,53,532028,R,ZONE RETOUR CTRL OBLIGATOIRES,057-5002 - MINIPELLE 1.5T ST5,EQP,ET16,NEUSON,10/06/2022,02/07/2023,6,97,"0,06","2364,77",2022,21,142,29394,18225,441,
16700,353,53,532029,R,ZONE RETOUR CTRL OBLIGATOIRES,057-5002 - MINIPELLE 1.5T ST5,EQP,ET16,NEUSON,10/06/2022,02/07/2023,6,97,"0,06","1975,17",2022,20,142,29394,18225,528,
16701,353,53,544527,A,DISPONIBLE,049-7016 - NACELLE 16M SUR VL HYBRIDE,EQP,160HYBRID/IVECO,MULTITEL,02/12/2022,14/02/2023,0,103,0,0,2022,0,5,0,57525,0,
16702,353,53,5876,A,DISPONIBLE,049-0016 - NACELLE 16M SUR VL,EQP,MX170,MULTITEL,27/01/2012,16/01/2023,137,103,"1,33",288,2019,2,3,0,52500,25,16/01/2023
16703,353,53,5911,S,VENDU,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,28/11/2011,08/05/2020,120,119,"1,01",583,2018,13,32,0,18500,83,22/07/2020
16704,353,53,606868,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,P/531-70,JCB,01/12/2014,02/10/2023,137,83,"1,65",0,2020,0,3,0,1500,0,
16705,353,53,K854E011,O,EN LOCATION,052-0039 - CHARIOT TELESC.>= 17M,EQP,540-170,JCB,01/05/2012,02/09/2023,127,111,"1,14",131,2020,1,2,0,61000,35,
16706,353,53,K8805097,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,GODET1000L,JCB,01/10/2005,01/02/2023,206,83,"2,48","110,38",2019,71,112,0,1500,59,
16707,353,53,K8805097,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,GODET1000L,JCB,01/10/2005,01/02/2023,206,83,"2,48",0,2020,0,0,0,1500,0,
16708,353,53,K8805097,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,GODET1000L,JCB,01/10/2005,01/02/2023,206,83,"2,48","26,6",2022,5,72,0,1500,158,
16709,353,53,K8805105,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,GODET1000L,JCB,01/11/2005,02/08/2023,205,83,"2,47",0,2019,0,38,0,1500,0,
16710,353,53,K8807027,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,GODET1000L,JCB,01/08/2007,20/01/2023,184,83,"2,22","18,54",2022,3,6,0,1500,22,
16711,353,53,K880H007,S,VENDU,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,GODET700L,JCB,01/08/2015,18/10/2021,73,83,"0,88",0,2018,1,1,0,1500,0,29/06/2021
16712,353,53,K880H007,S,VENDU,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,GODET700L,JCB,01/08/2015,18/10/2021,73,83,"0,88",0,2019,0,3,0,1500,0,29/06/2021
16713,353,53,L515D016,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,100VJR,MANITOU,01/01/2012,02/10/2023,137,119,"1,15",236,2019,4,15,0,18500,48,
16714,353,53,L515D016,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,100VJR,MANITOU,01/01/2012,02/10/2023,137,119,"1,15",71,2022,1,10,0,18500,106,
16715,353,53,L515G019,S,VENDU,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,01/06/2021,16/09/2022,95,119,"0,8",0,2022,0,6,0,18500,0,29/08/2022
16716,402,54,144145,J,FERRAILLE,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,31/10/2018,01/09/2023,110,119,"0,92",0,2019,6,13,0,18500,0,05/09/2022
16717,402,54,164202,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,85Z-1,JCB,01/07/2019,27/05/2021,82,90,"0,91",0,2021,0,10,4000,55000,0,04/05/2021
16718,402,54,340951,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,18/09/2018,02/03/2023,50,112,"0,45",0,2018,0,8,0,9900,0,
16719,402,54,340955,O,EN LOCATION,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,SJIII4626,SKYJACK,18/09/2018,31/01/2023,50,112,"0,45",0,2018,12,16,0,12700,0,
16720,402,54,340955,O,EN LOCATION,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,SJIII4626,SKYJACK,18/09/2018,31/01/2023,50,112,"0,45",0,2019,22,31,0,12700,0,
16721,402,54,490641,A,DISPONIBLE,049-0006 - NACELLE 8M A MAT VERTICAL ELEC.,EQP,80VJR,MANITOU,16/06/2021,02/09/2023,18,119,"0,15",0,2022,0,6,0,18000,0,
16722,402,54,491514,O,EN LOCATION,049-5041 - NACELLE 16M ARTICULEE DIES. ST5,EQP,HA16RTJ-ST5,HAULOTTE,31/05/2022,13/02/2023,17,117,"0,15",0,2022,0,1,0,37710,0,
